species_nr,wetnaam,nednaam
4052,Bacidia laurocerasi,Bacidia laurocerasi
4061,Bacidia bagliettoana,Duinknoopjeskorst
4070,Baeomyces rufus,Rode heikorst
4072,Bryoria species,Paardehaarmos (G)
4074,Bryoria capillaris,Bryoria capillaris
4075,Bryoria fuscescens,Bruin paardehaarmos
4116,Candelariella aurella,Kleine geelkorst
4131,Cetraria species,Cetraria species
4133,Cetraria islandica,IJslands mos
4146,Cladonia species,Heidestaartje & Bekermos (G)
4147,Cladonia ramulosa,Rafelig bekermos
4148,Cladina arbuscula,Gebogen rendiermos
4153,Cladonia cervicornis,Gewoon stapelbekertje
4155,Cladonia chlorophaea,Fijn bekermos
4156,Cladina ciliata,Sierlijk rendiermos
4157,Cladonia coccifera,Rood bekermos
4158,Cladonia coniocraea,Smal bekermos
4159,Cladonia humilis,Patatzak-bekermos
4160,Cladonia cornuta,Gevlekt heidestaartje
4161,Cladonia crispata,Open heidestaartje
4166,Cladonia digitata,Vertakt bekermos
4167,Cladonia fimbriata,Kopjes-bekermos
4168,Cladonia floerkeana,Rode heidelucifer
4169,Cladonia foliacea,"Elandgeweimos, Zomersneeuw"
4170,Cladonia furcata,Gevorkt heidestaartje
4173,Cladonia glauca,Bruin heidestaartje
4174,Cladonia gracilis,Girafje
4175,Cladonia grayi,Bruin bekermos
4176,Cladonia incrassata,Turflucifer
4177,Cladonia macilenta,Dove heidelucifer
4180,Cladonia phyllophora,Cladonia phyllophora
4181,Cladonia pocillum,Duinbekermos
4183,Cladina portentosa,Open rendiermos
4184,Cladonia pyxidata,Wrattig bekermos
4185,Cladina rangiferina,Echt rendiermos
4186,Cladonia rangiformis,Vals rendiermos
4189,Cladonia scabriuscula,Ruw heidestaartje
4190,Cladonia squamosa,Doornig heidestaartje
4193,Cladonia strepsilis,Hamerblaadje
4195,Cladonia subulata,Kronkelheidestaartje
4197,Cladonia symphycarpa,Cladonia symphycarpa
4199,Cladonia uncialis,Varkenspootje
4200,Cladonia zopfii,Ezelspootje
4205,Cetraria aculeata,Gewoon kraakloof
4206,Collema species,Geleimos (G)
4207,Collema crispum,Gewoon geleimos
4210,Collema tenax,Dik geleimos
4215,Omphalina species,Veentrechtertje (G)
4228,Diploschistes muscorum,Duindaalder
4229,Diploschistes scruposus,Muurdaalder
4238,Enterographa species,Enterographa species
4242,Evernia prunastri,"Eikenmos, Gewoon geweimos"
4256,Gyalecta truncigena,Gyalecta truncigena
4277,Hypogymnia physodes,Gewoon schorsmos
4278,Hypogymnia tubulosa,Witkopschorsmos
4293,Lecanora species,Schotelkorst (G)
4295,Tephromela atra,Zwarte schotelkorst
4330,Lecidea species,Granietkorst (G)
4333,Trapeliopsis granulosa,Lichte veenkorst
4339,Placynthiella oligotropha,Heideveenkorst
4346,Placynthiella uliginosa,Slijmige veenkorst
4356,Lepraria species,Poederkorst (G)
4357,Lepraria incana,Gewone poederkorst
4362,Leptogium species,Zwelmos (G)
4364,Leptogium lichenoides,Fijn zwelmos
4367,Leptogium schraderi,Kalkzwelmos
4368,Leptogium gelatinosum,Duinzwelmos
4369,Leptogium tenuissimum,Leptogium tenuissimum
4379,Micarea denigrata,Vulkaanoogje
4380,Micarea leprosula,Mosoogje
4381,Micarea lignaria,Heideoogje
4386,Micarea prasina,Houtoogje
4420,Parmelia species,Schildmos (G)
4438,Parmelia perlata,Groot schildmos
4441,Parmelia saxatilis,Blauwgrijs steenschildmos
4444,Parmelia sulcata,Gewoon schildmos
4452,Peltigera species,Leermos (G)
4456,Peltigera neckeri,Zwart leermos
4458,Peltigera rufescens,Klein leermos
4506,Platismatia species,Platismatia species
4507,Platismatia glauca,Groot boerenkoolmos
4519,Pseudevernia furfuracea,Purper geweimos
4524,Psora decipiens,Psora decipiens
4526,Pycnothelia papillaria,Rijstkorrelmos
4532,Ramalina species,Takmos (G)
4534,Ramalina calicaris,Ramalina calicaris
4536,Ramalina farinacea,Melig takmos
4575,Squamarina cartilaginea,Squamarina cartilaginea
4582,Stereocaulon condensatum,Stuifzandkorrelloof
4586,Stereocaulon paschale,Stereocaulon paschale
4617,Trapelia coarctata,Gewoon sterschoteltje
4619,Trapelia obtegens,Bruin sterschoteltje
4623,Usnea species,Baardmos (G)
4624,Usnea articulata,Usnea articulata
4628,Usnea fulvoreagens,Pijpenragerbaardmos
4639,Verrucaria erichsenii,Verrucaria erichsenii
4660,Xanthoria parietina,Groot dooiermos
4662,Cladonia cariosa,Cladonia cariosa
4665,Cetraria muricata,Fijn kraakloof
4668,Abrothallus species,Abrothallus species
4674,Agonimia tristicula,Haarschubje
4718,Cladina species,Rendiermos (G)
4723,Cladonia callosa,Breekbaar heidestaartje
4780,Peltigera hymenina,Peltigera hymenina
4791,Placynthiella icmalea,Bruine veenkorst
4807,Pyrenidium actinellum,Pyrenidium actinellum
4827,Taeniolella species,Taeniolella species
4925,Catapyrenium rufescens,Catapyrenium rufescens
5000,Abies veitchii,Japanse zilverspar
5005,Aesculus carnea,Rode paardenkastanje
5008,Allium porrum,Prei
5009,Allium triquetrum,Driekantig look
5010,Allium zebdanense,Bochtig look
5012,Althaea hirsuta,Ruige heemst
5021,Pseudosasa japonica,Japanse bamboe
5028,Avena sterilis,Wilde haver
5029,Axyris amaranthoides,Hoornmelde
5032,Buddleja davidii,Vlinderstruik
5039,Scilla sardensis,Kleine sneeuwroem
5041,Cichorium endivia,Andijvie
5054,Deutzia scabra,Roze deutzia
5068,Eschscholzia californica,Slaapmutsje
5078,Iva xanthifolia,Iva
5085,Lilium martagon,Turkse lelie
5090,Melica nutans,Knikkend parelgras
5102,Panicum dichotomiflorum,Kale gierst
5105,Phaseolus coccineus,Pronkboon
5106,Philadelphus coronarius,Welriekende jasmijn
5109,Physalis alkekengi,Lampionplant
5115,Populus deltoides,Amerikaanse populier
5120,Prunus mahaleb,Weichselboom
5132,Rubus phoenicolasius,Japanse wijnbes
5133,Rubus spectabilis,Prachtframboos
5138,Salix caprea x viminalis.,Boswilg x Katwilg
5139,Sambucus canadensis,Amerikaanse vlier
5141,Scorzonera hispanica,Grote schorseneer
5143,Sempervivum tectorum,Donderblad
5146,Sorbus aria,Meelbes
5152,Thymus vulgaris,Echte tijm
5155,Vaccinium corymbosum,Trosbosbes
5159,Vulpia fasciculata,Dicht langbaardgras
5163,Hieracium praealtum,Grijs havikskruid
5172,Cotoneaster integerrimus,Wilde dwergmispel
5176,Daucus carota s. sativus,Gekweekte peen
5178,Juncus conglomeratus x effusus,Biezenknoppen x Pitrus
5187,Quercus x rosacea,Wintereik x Zomereik
5190,Tragopogon dubius,Bleke morgenster
5191,Ulmus x hollandica,Hollandse iep
5209,Dryopteris carthusiana x dilatata,Smalle x Brede stekelvaren
5212,Berberis thunbergii,Japanse berberis
5220,Pachysandra terminalis,Pachysandra
5221,Viola arvensis x tricolor,Akker- x Driekleurig viooltje
5228,Mimulus moschatus,Muskusplantje
5244,Triticosecale rimpaui,Rogge x Tarwe
5252,Dipsacus sativus,Weverskaarde
5284,Veronica anagallis-aquatica x catenata,Blauwe x Rode waterereprijs
5286,Rubus armeniacus,Gewone braam (R. armeniacus)
5287,Rubus arrhenii,Gewone braam (R. arrhenii)
5288,Rubus camptostachys,Hazelaarbraam (R. camptostachys)
5289,Rubus drenthicus,Hazelaarbraam (R. drenthicus)
5290,Rubus ferocior,Hazelaarbraam (R. ferocior)
5291,Rubus geniculatus,Gewone braam (R. geniculatus)
5292,Rubus gratus,Gewone braam (R. gratus)
5293,Rubus macrophyllus,Gewone braam (R. macrophyllus)
5295,Rubus pedemontanus,Gewone braam (R. pedemontanus)
5296,Rubus phoenicacanthus,Hazelaarbraam (R. phoeniacanthus)
5297,Rubus plicatus,Gewone braam (R. plicatus)
5299,Rubus pyramidalis,Gewone braam (R. pyramidalis)
5300,Rubus scissus,Gewone braam (R. scissus)
5303,Hieracium vulgatum ag. (incl. H. maculatum),Dicht havikskruid
5304,Orchis militaris x purpurea,Soldaatje x Purperorchis
6001,Acer species,Esdoorn (G)
6003,Achillea species,Duizendblad (G)
6011,Agrimonia species,Agrimonie (G)
6013,Agrostis species,Struisgras (G)
6016,Alchemilla species,Vrouwenmantel (G)
6017,Alisma species,Waterweegbree (G)
6018,Alliaria species,Look-zonder-look (G)
6019,Allium species,Look (G)
6021,Alopecurus species,Vossenstaart (G)
6023,Alyssum species,Schildzaad (G)
6024,Amaranthus species,Amarant (G)
6026,Amelanchier species,Krentenboompje (G)
6027,Calammophila (x-),Noordse helm (G)
6028,Ammophila species,Helm (G)
6033,Anemone species,Anemoon (G)
6034,Angelica species,Engelwortel (G)
6036,Anthemis species,Schubkamille (G)
6042,Apera species,Windhalm (G)
6043,Aphanes species,Leeuwenklauw (G)
6048,Arctium species,Klit (G)
6050,Arenaria species,Zandmuur (G)
6056,Aronia species,Appelbes (G)
6058,Artemisia species,Alsem (G)
6063,Aster species,Aster (G)
6065,Athyrium species,Wijfjesvaren (G)
6066,Atriplex species,Melde (G)
6068,Avena species,Haver (G)
6069,Azolla species,Kroosvaren (G)
6074,Berberis species,Berberis (G)
6076,Beta species,Biet (G)
6077,Betula species,Berk (G)
6078,Bidens species,Tandzaad (G)
6083,Brachypodium species,Kortsteel (G)
6084,Brassica species,Kool (G)
6086,Bromus species,Dravik (G)
6094,Calamagrostis species,Struisriet (G)
6097,Callitriche species,Sterrenkroos (G)
6101,Campanula species,Klokje (G)
6103,Cardamine species,Veldkers (G)
6105,Carduus species,Distel (G)
6106,Carex species,Zegge (G)
6113,Centaurea species,Centaurie (G)
6114,Centaurium species,Duizendguldenkruid (G)
6116,Cephalanthera species,Bosvogeltje (G)
6117,Cerastium species,Hoornbloem (G)
6118,Ceratophyllum species,Hoornblad (G)
6124,Chenopodium species,Ganzenvoet (G)
6129,Cichorium species,Cichorei (G)
6132,Cirsium species,Vederdistel (G)
6136,Cochlearia species,Lepelblad (G)
6141,Convolvulus species,Winde (G)
6143,Corispermum species,Vlieszaad (G)
6144,Cornus species,Kornoelje (G)
6146,Coronopus species,Varkenskers (G)
6153,Crataegus species,Meidoorn (G)
6154,Crepis species,Streepzaad (G)
6156,Crocus species,Krokus (G)
6158,Cuscuta species,Warkruid (G)
6160,Cynoglossum species,Hondstong (G)
6164,Dactylis species,Kropaar (G)
6172,Dianthus species,Anjer (G)
6173,Digitalis species,Vingerhoedskruid (G)
6174,Digitaria species,Vingergras (G)
6176,Diplotaxis species,Zandkool (G)
6180,Drosera species,Zonnedauw (G)
6181,Dryopteris species,Niervaren (G)
6187,Eleocharis species,Waterbies (G)
6188,Elodea species,Waterpest (G)
6192,Epilobium species,Basterdwederik (G)
6193,Epipactis species,Wespenorchis (G)
6194,Equisetum species,Paardenstaart (G)
6195,Eragrostis species,Liefdegras (G)
6198,Erigeron species,Fijnstraal (G)
6200,Erodium species,Reigersbek (G)
6205,Euonymus species,Kardinaalsmuts (G)
6206,Eupatorium species,Koninginnenkruid (G)
6207,Euphorbia species,Wolfsmelk (G)
6208,Euphrasia species,Ogentroost (G)
6211,Festuca species,Zwenkgras (G)
6212,Festulolium (x-),Zwenkgras x Raaigras (G)
6214,Filago species,Viltkruid (G)
6220,Fumaria species,Duivenkervel (G)
6223,Galeopsis species,Hennepnetel (G)
6224,Galinsoga species,Knopkruid (G)
6225,Galium species,Walstro (G)
6226,Genista species,Heidebrem (G)
6228,Gentianella species,Baardgentiaan (G)
6229,Geranium species,Ooievaarsbek (G)
6233,Glechoma species,Hondsdraf (G)
6234,Glyceria species,Vlotgras (G)
6244,Helianthus species,Zonnebloem (G)
6248,Heracleum species,Berenklauw (G)
6251,Hieracium species,Havikskruid (G)
6258,Holcus species,Witbol (G)
6260,Honckenya species,Zeepostelein (G)
6261,Hordeum species,Gerst (G)
6262,Hottonia species,Waterviolier (G)
6266,Hydrocotyle species,Waternavel (G)
6268,Hypericum species,Hertshooi (G)
6269,Hypochaeris species,Biggenkruid (G)
6275,Iris species,Lis (G)
6279,Juncus species,Rus (G)
6282,Koeleria species,Fakkelgras (G)
6284,Lamium species,Dovenetel (G)
6288,Lathyrus species,Lathyrus (G)
6290,Legousia species,Spiegelklokje (G)
6291,Lemna species,Eendenkroos (G)
6292,Leontodon species,Leeuwentand (G)
6294,Lepidium species,Kruidkers (G)
6297,Ligustrum species,Liguster (G)
6301,Linaria species,Vlasleeuwenbek (G)
6309,Lolium species,Raaigras (G)
6311,Lotus species,Rolklaver (G)
6313,Lupinus species,Lupine (G)
6315,Luzula species,Veldbies (G)
6322,Lysimachia species,Wederik (G)
6323,Lythrum species,Kattenstaart (G)
6327,Malus species,Appel (G)
6328,Malva species,Kaasjeskruid (G)
6330,Matricaria species,Kamille (G)
6331,Medicago species,Rupsklaver (G)
6335,Melilotus species,Honingklaver (G)
6336,Mentha species,Munt (G)
6344,Moehringia species,Drienerfmuur (G)
6352,Myosotis species,Vergeet-mij-nietje (G)
6356,Myriophyllum species,Vederkruid (G)
6359,Narcissus species,Narcis (G)
6367,Nymphaea species,Waterlelie (G)
6370,Oenanthe species,Torkruid (G)
6371,Oenothera species,Teunisbloem (G)
6374,Ononis species,Stalkruid (G)
6382,Orobanche species,Bremraap (G)
6385,Oxalis species,Klaverzuring (G)
6387,Papaver species,Klaproos (G)
6400,Peucedanum species,Varkenskervel (G)
6403,Phragmites species,Riet (G)
6409,Pimpinella species,Bevernel (G)
6410,Pinguicula species,Vetblad (G)
6411,Pinus species,Den (G)
6412,Plantago species,Weegbree (G)
6413,Platanthera species,Nachtorchis (G)
6414,Poa species,Beemdgras (G)
6415,Polygala species,Vleugeltjesbloem (G)
6417,Polygonum species,Varkensgras (G)
6419,Polystichum species,Naaldvaren (G)
6420,Populus species,Populier (G)
6422,Potamogeton species,Fonteinkruid (G)
6423,Potentilla species,Ganzerik (G)
6424,Primula species,Sleutelbloem (G)
6426,Prunus species,Prunus (G)
6428,Puccinellia species,Kweldergras (G)
6430,Pulicaria species,Vlooienkruid (G)
6431,Pulmonaria species,Longkruid (G)
6435,Quercus species,Eik (G)
6437,Ranunculus species,Boterbloem (G)
6440,Reseda species,Reseda (G)
6441,Rhamnus species,Vuilboom (G)
6442,Rhinanthus species,Ratelaar (G)
6443,Rhododendron species,Rododendron (G)
6445,Rhynchospora species,Snavelbies (G)
6446,Ribes species,Ribes (G)
6449,Rorippa species,Waterkers (G)
6450,Rosa species,Roos (G)
6451,Rubia species,Meekrap (G)
6452,Rubus species,Braam (G)
6454,Rumex species,Zuring (G)
6455,Ruppia species,Ruppia (G)
6456,Sagina species,Vetmuur (G)
6457,Sagittaria species,Pijlkruid (G)
6458,Salicornia species,Zeekraal (G)
6459,Salix species,Wilg (G)
6461,Salvia species,Salie (G)
6463,Sambucus species,Vlier (G)
6475,Scilla species,Sterhyacint (G)
6476,Scirpus species,Bosbies (G)
6477,Scleranthus species,Hardbloem (G)
6479,Scrophularia species,Helmkruid (G)
6480,Scutellaria species,Glidkruid (G)
6481,Sedum species,Vetkruid (G)
6483,Senecio species,Kruiskruid (G)
6487,Setaria species,Naaldaar (G)
6488,Sherardia species,Blauw walstro (G)
6491,Silene species,Silene (G)
6493,Sisymbrium species,Raket (G)
6494,Sium species,Grote watereppe (G)
6496,Solanum species,Nachtschade (G)
6497,Solidago species,Guldenroede (G)
6498,Sonchus species,Melkdistel (G)
6499,Sorbus species,Lijsterbes (G)
6500,Sparganium species,Egelskop (G)
6501,Spartina species,Slijkgras (G)
6502,Spergula species,Spurrie (G)
6503,Spergularia species,Schijnspurrie (G)
6504,Spiraea species,Struikspirea (G)
6507,Stachys species,Andoorn (G)
6508,Stellaria species,Muur (G)
6511,Suaeda species,Schorrenkruid (G)
6516,Tanacetum species,Wormkruid (G)
6521,Teucrium species,Gamander (G)
6526,Thymus species,Tijm (G)
6527,Tilia species,Linde (G)
6530,Tragopogon species,Morgenster (G)
6532,Trifolium species,Klaver (G)
6533,Triglochin species,Zoutgras (G)
6536,Tulipa species,Tulp (G)
6539,Typha species,Lisdodde (G)
6541,Ulmus species,Iep (G)
6543,Utricularia species,Blaasjeskruid (G)
6546,Valeriana species,Valeriaan (G)
6547,Valerianella species,Veldsla (G)
6549,Verbascum species,Toorts (G)
6551,Veronica species,Ereprijs (G)
6552,Viburnum species,Sneeuwbal (G)
6553,Vicia species,Wikke (G)
6556,Viola species,Viooltje (G)
6562,Zannichellia species,Zannichellia (G)
6564,Abies species,Zilverspar (G)
6565,Picea species,Spar (G)
6566,Larix species,Lork (G)
6578,Cotoneaster species,Dwergmispel (G)
6579,Dactylorhiza species,Handekenskruid (G)
6597,Neslia species,Vinkenzaad (G)
6600,Orchis species,Orchis (G)
6601,Panicum species,Gierst (G)
6604,Phaseolus species,Boon (G)
6607,Pseudotsuga species,Douglasspar (G)
6621,Triticum species,Tarwe (G)
6627,Aesculus species,Paardenkastanje (G)
6647,Berula species,Kleine watereppe (G)
6650,Cardaria species,Pijlkruidkers (G)
6654,Chamaecyparis species,Schijncipres (G)
6662,Cucurbita species,Pompoen (G)
6667,Elymus species,Hondstarwegras (G)
6676,Kickxia species,Stoppelleeuwenbek (G)
6687,Physalis species,Lampionplant (G)
6688,Polemonium species,Jakobsladder (G)
6707,Magnolia species,Magnolia (G)
6717,Triticosecale (x-),Rogge x Tarwe (G)
6718,Festulpia (x-),Baardzwenkgras (G)
6739,Fallopia species,Kielduizendknoop (G)
9340,Salix aurita x caprea,Salix aurita x caprea
9417,Bostrychia scorpioides,Schorpioenmos
9452,Betula pendula x pubescens,Betula pendula x pubescens
9497,Platanthera bifolia x chlorantha,Platanthera bifolia x chlorantha
9500,Wierflap species,Wierflap
9507,Tephrocybe palustris,Veenmosgrauwkop
9511,Zygogonium species,Zygogonium species
9542,Carex acuta x elata,Scherpe x Stijve zegge
9547,Carex flava x oederi s. oedocarpa,Gele  x Geelgroene zegge
9557,Rubus divaricatus,Rubus divaricatus
9558,Rubus integribasis,Rubus integribasis
9559,Rubus vigorosus,Rubus vigorosus
9560,Rubus senticosus,Rubus senticosus
9566,Rubus leucandrus s. belgicus,Rubus leucandrus s. belgicus
9569,Rubus schlechtendalii,Rubus schlechtendalii
9570,Rubus lasiandrus,Rubus lasiandrus
9572,Rubus adspersus,Rubus adspersus
9573,Rubus platyacanthus,Rubus platyacanthus
9580,Rubus laevicaulis,Rubus laevicaulis
9582,Rubus lindleianus,Rubus lindleianus
9584,Rubus nemoralis,Rubus nemoralis
9589,Rubus egregius,Rubus egregius
9590,Rubus erinusculus,Rubus erinusculus
9597,Rubus winteri,Rubus winteri
9599,Rubus grabowskii,Rubus grabowskii
9603,Rubus elegantispinosus,Rubus elegantispinosus
9607,Rubus mucronulatus,Rubus mucronulatus
9609,Rubus glandithyrso,Rubus glandithyrso
9611,Rubus raduloides,Rubus raduloides
9615,Rubus rudis,Rubus rudis
9616,Rubus foliosus,Rubus foliosus
9617,Rubus flexuosus,Rubus flexuosus
9622,Rubus oreades,Rubus oreades
9623,Rubus ignoratus,Rubus ignoratus
9632,Rubus calvus,Rubus calvus
9633,Rubus tuberculatus,Rubus tuberculatus
9637,Rubus contritidens,Rubus contritidens
9640,Rubus passionis,Rubus passionis
9641,Rubus frederici,Rubus frederici
9646,Rubus adornatus,Rubus adornatus
9649,Rubus discors,Rubus discors
9651,Rubus trichanthus,Rubus trichanthus
9654,Rubus iuvenis,Rubus iuvenis
9656,Rubus cordiformis,Rubus cordiformis
9659,Juncus acutiflorus x alpinoarticulatus,Juncus acutiflorus x alpinoarticulatus
9677,Carex diandra x paniculata,Ronde zegge x Pluimzegge
9681,Microspora species,Microspora species
9704,Rubus rosaceus,Rubus rosaceus
9705,Rubus rufescens,Rubus rufescens
9706,Ranunculus (Batrachium),Waterranonkel (ondergeslacht)
9707,Rubus setosus,Rubus setosus
9724,Marsilea quadrifolia,Waterklaver
