SYNTAXON,SPECIES_NR,PRESENTIE,KARAKT_BED,TROUW
04C1,1350,1.6,2.0,0.18
04C1,2146,1.6,2.0,0.05
04C1,2147,100.0,73.6,87.0
04C1,1949,3.2,2.0,0.09
04C1,2153,1.6,38.0,2.62
04C1,933,35.5,2.4,0.09
04C1,1124,1.6,2.0,0.0
04C1,1318,4.8,2.0,0.11
04C1,462,1.6,2.0,0.03
04C1,723,16.1,3.7,0.2
04C1,1002,22.6,4.6,0.73
04C1,1056,1.6,2.0,0.01
04C1,1156,9.7,5.0,0.18
04C1,1914,9.7,2.2,0.5
04C1,1964,19.4,3.5,1.64
04C1,184,9.7,31.2,2.23
04C1,441,11.3,8.1,0.72
04C1,1003,6.5,2.8,0.6
04C1,6437,1.6,2.0,0.57
04C1,851,11.3,14.6,1.75
04C1,985,1.6,2.0,0.23
04C1,986,3.2,2.0,0.47
04C1,2145,4.8,2.0,0.1
04C1,995,8.1,5.8,0.29
04C1,18,12.9,2.6,0.03
04C1,466,1.6,2.0,0.03
04C1,638,3.2,10.5,0.3
04C1,640,6.5,5.0,0.14
04C1,1229,6.5,2.0,0.15
04C1,724,8.1,12.0,0.5
04C1,990,4.8,21.3,1.32
04C1,442,29.0,6.3,0.89
04C1,584,11.3,2.7,0.09
04C1,630,1.6,2.0,0.11
04C1,673,9.7,1.8,0.09
04C1,675,3.2,2.0,0.06
04C1,867,8.1,17.8,2.25
04C1,869,8.1,1.4,0.76
04C1,994,8.1,20.6,2.72
04C1,2141,6.5,2.8,0.23
04C1,967,19.4,1.3,0.23
04C1,1311,3.2,2.0,0.28
04C1,141,6.5,1.8,0.6
04C1,844,1.6,2.0,0.03
04C1,859,3.2,2.0,0.07
04C1,1114,1.6,2.0,0.05
04C1,992,6.5,3.8,2.4
04C1,585,8.1,1.6,0.05
04C1,1395,3.2,2.0,1.21
04C1,1046,9.7,4.7,0.35
04C1,463,9.7,8.3,0.41
04C1,972,1.6,2.0,0.02
04C1,299,3.2,4.5,0.11
04C1,2135,3.2,13.0,0.39
04C1,997,1.6,18.0,1.74
04C1,9500,12.9,15.6,1.18
04C1,171,6.5,1.0,0.17
04C1,665,1.6,1.0,0.02
04C1,722,12.9,1.0,0.19
04C1,1241,3.2,2.5,0.06
04C1,2131,11.3,18.0,1.97
04C1,28,6.5,3.3,0.33
04C1,1058,3.2,1.0,0.05
04C1,2132,1.6,1.0,0.06
04C1,2134,1.6,8.0,1.67
04C1,987,1.6,2.0,0.07
04C1,6291,3.2,1.0,0.07
04C1,40,1.6,2.0,0.02
04C1,1099,1.6,2.0,0.07
04C1,1215,3.2,1.5,0.03
04C1,1216,1.6,1.0,0.08
04C1,259,1.6,2.0,0.02
04C1,429,1.6,15.0,1.45
04C1,813,3.2,3.0,0.04
04C1,988,1.6,38.0,21.55
04C1,1041,3.2,8.0,0.26
04C1,1048,1.6,2.0,0.03
04C1,866,1.6,2.0,0.02
04C1,2620,1.6,2.0,0.0
04C1,181,1.6,1.0,0.87
04C1,1055,1.6,2.0,0.04
04C1,437,1.6,2.0,0.01
04C2,441,8.3,2.0,0.13
04C2,442,66.7,15.3,4.98
04C2,640,8.3,2.0,0.07
04C2,723,66.7,2.4,0.53
04C2,865,8.3,8.0,0.84
04C2,1241,41.7,2.6,0.88
04C2,2145,33.3,2.8,0.96
04C2,2147,16.7,2.5,0.49
04C2,2154,100.0,28.8,98.57
04C2,2161,8.3,3.0,1.24
04C2,724,58.3,2.4,0.72
04C2,1046,8.3,3.0,0.19
04C2,1002,25.0,23.7,4.14
04C2,867,8.3,18.0,2.34
04C2,2146,8.3,2.0,0.28
04C2,2131,25.0,28.0,6.77
04C2,638,8.3,8.0,0.59
04C2,868,8.3,3.0,0.3
04C2,1041,8.3,3.0,0.26
04C2,1216,8.3,1.0,0.42
04C2,435,8.3,3.0,0.42
04C2,995,8.3,2.0,0.1
04C2,184,8.3,1.0,0.06
04C3,299,20.0,1.5,0.22
04C3,442,40.0,5.3,1.04
04C3,933,20.0,1.0,0.02
04C3,2147,60.0,2.2,1.56
04C3,2161,100.0,19.8,98.28
04C3,2750,10.0,1.0,0.87
04C3,724,40.0,3.8,0.79
04C3,1046,50.0,1.4,0.54
04C3,1229,10.0,1.0,0.11
04C3,1002,30.0,6.0,1.26
04C3,26,10.0,8.0,47.42
04C3,995,20.0,10.0,1.24
04C3,6422,10.0,4.0,14.29
04C3,6459,10.0,1.0,0.32
04C3,28,10.0,2.0,0.3
04C3,665,10.0,2.0,0.22
04C3,784,10.0,2.0,0.11
04C3,967,10.0,2.0,0.18
04C3,1099,10.0,2.0,0.46
04C3,2153,10.0,4.0,1.72
04C3,2376,10.0,2.0,0.09
04C3,640,10.0,2.0,0.09
04C3,723,10.0,2.0,0.07
04C3,1241,10.0,2.0,0.16
04C3,2154,10.0,3.0,1.03
04C3,1049,10.0,2.0,1.38
04C3,9500,10.0,2.0,0.12
04C3,1255,10.0,2.0,0.32
04C3,181,10.0,4.0,21.75
04C3,184,10.0,1.0,0.07
04C3,999,10.0,1.0,0.22
04C3,441,10.0,2.0,0.16
04C3,585,10.0,2.0,0.08
04D1a,933,60.0,2.5,0.16
04D1a,1002,20.0,6.0,0.84
04D1a,1964,50.0,30.0,36.24
04D1a,2140,10.0,2.0,50.25
04D1a,2142,50.0,27.6,23.84
04D1a,466,10.0,2.0,0.17
04D1a,630,10.0,2.0,0.7
04D1a,851,10.0,4.0,0.43
04D1a,2110,30.0,36.0,54.51
04D1a,2147,10.0,4.0,0.47
04D1a,722,10.0,2.0,0.29
04D1a,998,30.0,42.7,9.35
04D1a,2145,30.0,2.0,0.61
04D1a,2153,10.0,2.0,0.86
04D1a,1044,20.0,2.0,0.96
04D1a,1107,10.0,2.0,0.49
04D1a,2143,20.0,63.0,94.59
04D1a,2144,10.0,2.0,14.79
04D1a,2141,20.0,2.5,0.64
04D1a,1156,30.0,2.7,0.3
04D1a,4238,10.0,3.0,45.45
04D1a,1135,20.0,10.0,9.42
04D1a,1161,10.0,2.0,0.28
04D1a,2163,10.0,18.0,70.31
04D1b,2132,50.0,2.0,3.62
04D1b,2142,50.0,88.0,76.01
04D1b,998,50.0,18.0,6.57
04D1b,2110,50.0,18.0,45.42
05-a,584,22.0,9.3,0.63
05-a,995,100.0,70.1,43.53
05-a,1114,16.0,1.8,0.48
05-a,346,10.0,2.4,0.12
05-a,723,14.0,4.1,0.19
05-a,40,6.0,4.3,0.15
05-a,724,8.0,3.3,0.14
05-a,868,4.0,10.0,0.49
05-a,929,2.0,2.0,0.06
05-a,1055,4.0,2.5,0.14
05-a,1154,2.0,38.0,1.82
05-a,2343,8.0,3.5,0.1
05-a,28,8.0,1.8,0.22
05-a,9500,6.0,34.7,1.22
05-a,441,10.0,3.4,0.27
05-a,442,10.0,21.6,1.05
05-a,851,4.0,18.0,0.77
05-a,967,10.0,1.2,0.11
05-a,985,2.0,2.0,0.29
05-a,1003,14.0,2.6,1.2
05-a,182,2.0,3.0,0.06
05-a,585,10.0,1.6,0.07
05-a,765,2.0,1.0,0.23
05-a,1255,2.0,2.0,0.06
05-a,640,2.0,8.0,0.07
05-a,865,2.0,3.0,0.08
05-a,641,10.0,2.2,0.06
05-a,644,10.0,4.8,1.72
05-a,1230,8.0,19.8,6.58
05-a,638,2.0,3.0,0.05
05-a,866,2.0,13.0,0.19
05-a,1041,2.0,13.0,0.27
05-a,1048,2.0,2.0,0.04
05-a,6097,6.0,14.0,1.13
05-a,6188,2.0,68.0,12.45
05-a,260,6.0,2.7,0.07
05-a,933,12.0,1.3,0.02
05-a,2145,2.0,2.0,0.04
05-a,2147,4.0,4.5,0.21
05-a,688,2.0,1.0,0.02
05-a,3468,4.0,1.0,0.14
05-a,852,2.0,38.0,1.43
05-a,1002,8.0,20.5,1.15
05-a,1327,2.0,3.0,0.07
05-a,987,2.0,1.0,0.05
05-a,1229,2.0,1.0,0.02
05-a,1231,16.0,2.3,0.91
05-a,463,6.0,2.0,0.06
05-a,630,2.0,1.0,0.07
05-a,171,6.0,3.7,0.57
05-a,997,2.0,1.0,0.12
05-a,2153,2.0,43.0,3.71
05-a,141,2.0,1.0,0.1
05-a,673,2.0,1.0,0.01
05-a,992,2.0,1.0,0.19
05-a,1156,2.0,1.0,0.01
05-a,1914,8.0,1.5,0.28
05-a,2131,6.0,9.0,0.52
05-a,994,2.0,68.0,2.22
05-a,1241,2.0,1.0,0.02
05-a,990,4.0,36.0,1.86
05-a,1046,2.0,1.0,0.02
05-a,1533,4.0,1.0,0.16
05-a,436,2.0,2.0,0.04
05-a,437,6.0,2.0,0.05
05-a,2705,2.0,3.0,0.03
05-a,821,4.0,2.0,0.05
05-a,1324,2.0,38.0,0.37
05-a,665,4.0,1.5,0.07
05-a,667,2.0,1.0,0.61
05-a,3460,2.0,1.0,2.09
05-a,813,2.0,2.0,0.02
05-a,184,2.0,3.0,0.04
05-a,722,4.0,5.5,0.32
05-a,841,2.0,2.0,0.17
05-a,930,6.0,2.7,0.05
05-a,1215,2.0,1.0,0.01
05-a,1074,4.0,2.5,0.11
05-a,6352,2.0,2.0,0.99
05-a,18,4.0,5.5,0.02
05-a,180,4.0,8.0,1.26
05-a,972,2.0,1.0,0.01
05-a,556,2.0,1.0,0.04
05-a,670,4.0,1.0,0.01
05-a,466,2.0,2.0,0.03
05-a,1318,4.0,5.5,0.26
05-a,1362,2.0,2.0,0.4
05-a,2995,2.0,3.0,0.03
05-a,783,2.0,2.0,0.1
05-a,299,2.0,18.0,0.27
05-a,844,2.0,1.0,0.02
05-a,6449,2.0,8.0,3.86
05-b,990,100.0,64.1,82.95
05-b,998,13.3,3.0,0.29
05-b,1044,13.3,3.0,0.95
05-b,6097,13.3,2.0,0.36
05-b,184,33.3,3.6,0.88
05-b,723,40.0,3.0,0.4
05-b,995,26.7,2.8,0.46
05-b,442,26.7,9.5,1.24
05-b,722,26.7,5.3,2.04
05-b,1002,33.3,7.2,1.67
05-b,299,13.3,3.0,0.29
05-b,724,20.0,2.0,0.21
05-b,1041,13.3,2.5,0.34
05-b,1231,6.7,8.0,1.32
05-b,1241,33.3,19.0,5.13
05-b,77,6.7,2.0,0.59
05-b,180,6.7,8.0,2.12
05-b,1055,6.7,3.0,0.27
05-b,441,6.7,3.0,0.16
05-b,640,26.7,1.8,0.21
05-b,967,13.3,2.0,0.24
05-b,1046,6.7,2.0,0.1
05-b,933,13.3,1.0,0.01
05-b,1114,6.7,1.0,0.11
05-b,463,6.7,1.0,0.03
05-b,868,6.7,1.0,0.08
05-b,584,13.3,6.0,0.25
05-b,859,6.7,3.0,0.21
05-b,1350,6.7,3.0,1.15
05-b,1964,6.7,4.0,0.65
05-b,2147,6.7,3.0,0.24
05-b,9500,20.0,7.0,0.82
05-b,300,6.7,3.0,0.3
05-c,441,100.0,66.4,52.56
05-c,722,11.5,6.7,1.11
05-c,1002,46.2,10.7,3.45
05-c,2134,3.8,18.0,8.92
05-c,184,3.8,3.0,0.08
05-c,299,38.5,2.8,0.79
05-c,463,42.3,2.3,0.49
05-c,640,15.4,1.5,0.1
05-c,995,38.5,4.0,0.96
05-c,867,3.8,2.0,0.12
05-c,1241,38.5,2.6,0.81
05-c,673,3.8,2.0,0.04
05-c,933,15.4,1.5,0.02
05-c,990,19.2,2.8,0.7
05-c,1003,30.8,2.8,2.85
05-c,1327,7.7,2.0,0.18
05-c,2153,11.5,3.3,1.64
05-c,998,3.8,1.0,0.03
05-c,1046,15.4,1.8,0.21
05-c,6291,11.5,2.0,0.5
05-c,638,11.5,3.3,0.34
05-c,999,3.8,3.0,0.25
05-c,1114,34.6,1.7,0.98
05-c,994,26.9,12.0,5.27
05-c,442,15.4,11.8,0.89
05-c,844,7.7,3.0,0.22
05-c,865,7.7,1.5,0.15
05-c,967,19.2,1.4,0.24
05-c,985,3.8,8.0,2.18
05-c,1229,26.9,1.7,0.52
05-c,584,15.4,2.8,0.13
05-c,989,3.8,2.0,2.9
05-c,7,3.8,2.0,0.17
05-c,585,15.4,1.3,0.08
05-c,1255,7.7,1.5,0.18
05-c,1533,11.5,2.3,1.05
05-c,987,7.7,4.5,0.81
05-c,1914,7.7,2.5,0.45
05-c,2147,3.8,8.0,0.36
05-c,144,3.8,1.0,0.08
05-c,723,26.9,1.4,0.12
05-c,869,3.8,1.0,0.25
05-c,1231,11.5,1.3,0.37
05-c,2131,7.7,1.0,0.07
05-c,18,7.7,1.5,0.01
05-c,225,3.8,1.0,0.02
05-c,724,15.4,1.0,0.08
05-c,986,3.8,1.0,0.28
05-c,3478,3.8,1.0,0.21
05-c,782,3.8,1.0,0.08
05-c,466,7.7,1.0,0.07
05-c,28,3.8,1.0,0.06
05-c,171,7.7,2.5,0.49
05-c,783,3.8,1.0,0.09
05-c,930,3.8,8.0,0.09
05-c,1099,7.7,1.0,0.18
05-c,3468,3.8,1.0,0.13
05-c,9500,7.7,16.0,0.72
05-c,259,3.8,1.0,0.03
05-c,785,3.8,1.0,0.03
05-c,868,3.8,1.0,0.05
05-c,851,3.8,1.0,0.04
05-c,141,3.8,1.0,0.19
05-c,274,7.7,2.0,0.4
05-c,739,3.8,2.0,0.44
05-c,1058,3.8,1.0,0.05
05-c,1318,3.8,2.0,0.09
05-d,299,100.0,59.8,44.03
05-d,2134,5.4,9.5,6.69
05-d,128,8.1,1.3,0.4
05-d,442,32.4,5.4,0.85
05-d,722,32.4,12.6,5.9
05-d,724,27.0,3.2,0.45
05-d,998,27.0,7.2,1.42
05-d,1002,24.3,6.1,1.04
05-d,1396,2.7,1.0,0.4
05-d,640,10.8,1.0,0.05
05-d,723,24.3,1.8,0.14
05-d,1046,2.7,1.0,0.02
05-d,1241,21.6,12.6,2.21
05-d,1255,10.8,1.3,0.22
05-d,2135,2.7,1.0,0.03
05-d,184,10.8,14.8,1.18
05-d,851,8.1,1.0,0.09
05-d,933,27.0,1.3,0.04
05-d,2155,8.1,1.0,0.39
05-d,854,2.7,3.0,0.11
05-d,2132,13.5,4.8,2.35
05-d,127,2.7,3.0,2.21
05-d,3468,2.7,1.0,0.1
05-d,3478,2.7,1.0,0.15
05-d,585,18.9,1.3,0.1
05-d,2147,13.5,1.8,0.29
05-d,866,5.4,1.0,0.04
05-d,2131,16.2,3.0,0.47
05-d,6097,10.8,3.5,0.51
05-d,2153,5.4,1.0,0.23
05-d,2156,5.4,1.0,6.75
05-d,1327,2.7,1.0,0.03
05-d,28,2.7,1.0,0.04
05-d,171,8.1,2.0,0.42
05-d,584,2.7,3.0,0.03
05-d,1114,2.7,2.0,0.09
05-d,1215,2.7,1.0,0.02
05-d,1003,2.7,3.0,0.27
05-d,967,16.2,1.2,0.18
05-d,441,2.7,4.0,0.09
05-d,990,10.8,5.5,0.77
05-d,1058,2.7,2.0,0.08
05-d,6291,8.1,23.0,4.05
05-d,997,2.7,1.0,0.16
05-d,1099,2.7,1.0,0.06
05-d,9500,5.4,9.5,0.3
05-d,274,2.7,1.0,0.07
05-d,1229,2.7,1.0,0.03
05-d,1964,16.2,4.2,1.64
05-d,1914,5.4,1.0,0.13
05-d,1156,5.4,1.0,0.02
05-d,18,2.7,1.0,0.0
05-d,40,2.7,1.0,0.02
05-d,673,2.7,1.0,0.01
05-d,995,2.7,30.0,0.5
05-d,1318,2.7,1.0,0.03
05-e,184,100.0,74.2,54.7
05-e,2705,3.6,2.0,0.04
05-e,40,14.3,2.5,0.21
05-e,584,25.0,2.4,0.19
05-e,2343,14.3,8.3,0.41
05-e,141,7.1,4.5,1.64
05-e,680,3.6,3.0,0.03
05-e,972,7.1,1.5,0.06
05-e,995,10.7,4.3,0.29
05-e,1154,3.6,3.0,0.26
05-e,1231,7.1,1.5,0.26
05-e,435,3.6,3.0,0.18
05-e,992,3.6,3.0,1.05
05-e,990,10.7,4.0,0.55
05-e,1041,14.3,8.3,1.22
05-e,18,17.9,2.8,0.04
05-e,463,3.6,2.0,0.04
05-e,585,14.3,2.5,0.15
05-e,869,3.6,2.0,0.48
05-e,6417,3.6,2.0,5.4
05-e,6650,3.6,2.0,72.0
05-e,723,3.6,4.0,0.05
05-e,442,3.6,18.0,0.32
05-e,722,7.1,18.0,1.85
05-e,1241,10.7,4.3,0.37
05-e,638,3.6,2.0,0.06
05-e,28,10.7,1.3,0.21
05-e,441,3.6,1.0,0.03
05-e,975,3.6,1.0,1.0
05-e,987,3.6,1.0,0.08
05-e,1002,7.1,4.5,0.22
05-e,1048,3.6,1.0,0.04
05-e,1078,3.6,1.0,0.16
05-e,1229,3.6,1.0,0.04
05-e,6422,3.6,1.0,1.29
05-e,673,3.6,3.0,0.05
05-e,1058,10.7,2.3,0.35
05-e,1156,10.7,1.7,0.07
05-e,1396,3.6,4.0,2.15
05-e,245,3.6,2.0,0.55
05-e,933,17.9,2.2,0.04
05-e,967,3.6,1.0,0.03
05-e,6291,21.4,6.2,2.88
05-e,6449,7.1,2.0,3.43
05-e,724,7.1,11.0,0.4
05-e,1046,3.6,3.0,0.08
05-e,3468,3.6,2.0,0.25
05-e,2131,14.3,14.3,1.98
05-e,466,3.6,2.0,0.06
05-e,144,3.6,2.0,0.15
05-e,868,3.6,1.0,0.04
05-e,1218,3.6,1.0,0.02
05-f,722,28.0,11.3,4.57
05-f,851,100.0,63.6,67.64
05-f,998,24.0,3.7,0.65
05-f,1002,32.0,8.3,1.85
05-f,441,20.0,3.2,0.51
05-f,442,24.0,5.7,0.67
05-f,967,20.0,1.2,0.22
05-f,995,16.0,9.3,0.92
05-f,723,16.0,2.3,0.12
05-f,990,8.0,1.5,0.16
05-f,2164,4.0,3.0,11.92
05-f,6097,12.0,2.0,0.32
05-f,724,12.0,1.7,0.11
05-f,1327,8.0,1.0,0.09
05-f,2131,20.0,3.0,0.58
05-f,2155,4.0,1.0,0.19
05-f,2750,4.0,1.0,0.35
05-f,933,28.0,2.6,0.08
05-f,1156,12.0,1.7,0.07
05-f,1914,12.0,1.7,0.48
05-f,1964,12.0,16.3,4.73
05-f,1046,4.0,2.0,0.06
05-f,128,8.0,1.0,0.3
05-f,463,4.0,1.0,0.02
05-f,1114,4.0,1.0,0.07
05-f,1241,12.0,1.7,0.17
05-f,2132,20.0,15.6,11.29
05-f,171,8.0,2.0,0.41
05-f,1229,4.0,1.0,0.05
05-f,299,8.0,4.5,0.27
05-f,630,8.0,2.5,0.7
05-f,1318,8.0,1.0,0.09
05-f,437,4.0,1.0,0.02
05-f,1041,4.0,3.0,0.12
05-f,2153,8.0,2.5,0.86
05-f,9500,32.0,19.4,3.64
05-f,2141,12.0,1.3,0.2
05-f,266,4.0,3.0,0.18
05-f,641,4.0,4.0,0.04
05-f,813,4.0,2.0,0.03
05-f,1048,4.0,3.0,0.12
05-f,1949,4.0,4.0,0.21
05-f,6279,4.0,4.0,0.95
05-f,2147,4.0,3.0,0.14
05-g,299,34.6,19.6,4.99
05-g,584,15.4,8.0,0.38
05-g,640,100.0,67.2,29.35
05-g,1241,42.3,3.1,1.06
05-g,6097,19.2,6.4,1.65
05-g,441,7.7,10.0,0.61
05-g,723,46.2,3.9,0.6
05-g,724,42.3,3.1,0.68
05-g,933,30.8,4.8,0.16
05-g,1395,7.7,2.0,2.9
05-g,463,11.5,4.3,0.25
05-g,28,19.2,4.0,1.17
05-g,442,34.6,16.9,2.86
05-g,585,26.9,3.7,0.42
05-g,722,26.9,2.9,1.13
05-g,868,11.5,11.0,1.55
05-g,990,7.7,6.0,0.6
05-g,1002,15.4,12.0,1.29
05-g,1114,11.5,1.7,0.33
05-g,1229,11.5,1.0,0.13
05-g,184,3.8,2.0,0.06
05-g,128,3.8,1.0,0.14
05-g,844,15.4,2.0,0.3
05-g,851,3.8,1.0,0.04
05-g,1216,3.8,1.0,0.19
05-g,2131,11.5,1.3,0.14
05-g,967,11.5,2.0,0.21
05-g,991,3.8,3.0,0.31
05-g,1533,7.7,19.5,5.96
05-g,6543,3.8,3.0,3.8
05-g,259,3.8,8.0,0.21
05-g,1231,3.8,8.0,0.75
05-g,1318,11.5,2.0,0.27
05-g,1914,3.8,1.0,0.09
05-g,6106,3.8,1.0,0.32
05-g,142,3.8,2.0,3.85
05-g,171,7.7,2.0,0.39
05-g,1215,3.8,2.0,0.06
05-g,9500,7.7,20.5,0.93
05-g,673,3.8,38.0,0.73
05-g,18,11.5,1.7,0.02
05-g,860,3.8,3.0,0.37
05-g,6291,23.1,23.8,11.95
05-g,211,3.8,3.0,0.04
05-g,989,3.8,8.0,11.58
05-g,994,3.8,8.0,0.5
05-g,1311,3.8,1.0,0.17
05-g,1074,3.8,1.0,0.04
05-g,1317,7.7,3.0,0.17
05-g,1327,7.7,2.0,0.18
05-g,2750,7.7,4.0,2.67
05-h,182,100.0,76.0,81.43
05-h,584,46.3,3.7,0.53
05-h,722,7.5,8.7,0.94
05-h,723,7.5,9.0,0.22
05-h,724,18.8,6.6,0.64
05-h,995,5.0,2.0,0.06
05-h,18,78.8,3.6,0.22
05-h,171,8.8,2.1,0.47
05-h,1002,12.5,6.9,0.6
05-h,1046,16.3,10.4,1.31
05-h,28,26.3,1.7,0.68
05-h,188,1.3,2.0,0.01
05-h,933,46.3,4.6,0.22
05-h,990,7.5,8.3,0.81
05-h,299,11.3,3.7,0.31
05-h,813,6.3,1.6,0.04
05-h,1056,12.5,1.6,0.04
05-h,1156,12.5,1.8,0.08
05-h,2131,51.3,12.7,6.3
05-h,6291,61.3,8.5,11.33
05-h,27,6.3,1.8,2.72
05-h,868,8.8,1.4,0.15
05-h,1041,2.5,10.5,0.27
05-h,1964,3.8,2.3,0.21
05-h,2147,13.8,8.1,1.32
05-h,437,12.5,2.4,0.12
05-h,466,17.5,2.4,0.36
05-h,585,66.3,4.3,1.19
05-h,967,22.5,1.9,0.39
05-h,1058,38.8,1.6,0.89
05-h,1241,30.0,5.5,1.34
05-h,1533,28.8,2.7,3.09
05-h,6449,22.5,2.3,12.49
05-h,930,22.5,2.3,0.15
05-h,1161,2.5,1.5,0.05
05-h,40,11.3,2.3,0.15
05-h,259,12.5,2.1,0.18
05-h,442,30.0,6.0,0.88
05-h,673,11.3,2.2,0.13
05-h,1076,1.3,1.0,0.07
05-h,1350,15.0,3.1,2.67
05-h,141,3.8,1.3,0.25
05-h,463,20.0,2.6,0.26
05-h,844,25.0,1.9,0.46
05-h,869,1.3,2.0,0.17
05-h,972,3.8,1.3,0.03
05-h,1114,7.5,1.5,0.19
05-h,2135,8.8,22.6,1.85
05-h,2145,1.3,3.0,0.04
05-h,1229,2.5,1.5,0.04
05-h,274,5.0,3.0,0.39
05-h,998,1.3,3.0,0.03
05-h,1231,3.8,1.3,0.12
05-h,2132,11.3,9.1,3.72
05-h,859,1.3,2.0,0.03
05-h,1003,8.8,2.3,0.67
05-h,1216,1.3,1.0,0.07
05-h,992,5.0,2.8,1.36
05-h,128,7.5,3.5,0.99
05-h,959,15.0,2.3,0.04
05-h,1396,3.8,8.0,4.54
05-h,582,1.3,1.0,0.0
05-h,2701,2.5,21.0,1.18
05-h,680,3.8,2.3,0.02
05-h,121,1.3,1.0,0.01
05-h,144,1.3,1.0,0.03
05-h,1099,2.5,1.0,0.06
05-h,2161,1.3,2.0,0.13
05-h,1215,1.3,1.0,0.01
05-h,1317,1.3,2.0,0.02
05-h,1318,1.3,1.0,0.02
05-h,7,2.5,1.5,0.08
05-h,6352,5.0,1.8,2.23
05-h,446,2.5,2.0,0.01
05-h,665,5.0,1.8,0.1
05-h,211,6.3,2.0,0.04
05-h,6417,1.3,2.0,1.95
05-h,245,1.3,1.0,0.1
05-h,451,1.3,1.0,0.01
05-h,180,1.3,8.0,0.41
05-h,1395,3.8,2.3,1.65
05-h,2155,1.3,3.0,0.19
05-h,867,5.0,4.8,0.38
05-h,1074,8.8,2.4,0.23
05-h,2153,1.3,2.0,0.11
05-h,638,1.3,38.0,0.44
05-h,640,1.3,3.0,0.02
05-h,785,2.5,2.0,0.04
05-h,1097,1.3,1.0,0.11
05-h,2376,2.5,2.0,0.02
05-h,462,1.3,2.0,0.03
05-h,782,3.8,1.7,0.13
05-h,865,1.3,1.0,0.02
05-h,225,1.3,2.0,0.02
05-h,841,2.5,2.0,0.21
05-h,184,1.3,4.0,0.04
05-h,630,1.3,18.0,0.82
05-h,860,1.3,8.0,0.34
05-h,975,1.3,3.0,1.08
05-h,1349,2.5,2.5,0.16
05-h,987,1.3,3.0,0.09
05-h,300,1.3,3.0,0.06
05-h,187,1.3,1.0,0.01
05-h,986,1.3,3.0,0.29
05-h,1000,1.3,2.0,0.03
05-h,435,1.3,4.0,0.09
05-h,441,1.3,4.0,0.04
05A-a,299,6.3,4.5,0.21
05A-a,933,20.3,5.5,0.12
05A-a,998,85.9,37.6,23.57
05A-a,1002,34.4,11.7,2.81
05A-a,1914,3.1,2.5,0.18
05A-a,2153,3.1,1.5,0.2
05A-a,18,9.4,1.8,0.01
05A-a,300,1.6,2.0,0.05
05A-a,723,14.1,3.2,0.15
05A-a,724,17.2,10.5,0.94
05A-a,851,9.4,4.7,0.47
05A-a,1044,1.6,2.0,0.08
05A-a,1156,10.9,3.0,0.12
05A-a,1397,46.9,44.2,54.98
05A-a,2132,10.9,16.6,6.55
05A-a,722,14.1,6.3,1.28
05A-a,1396,1.6,3.0,0.72
05A-a,1041,1.6,13.0,0.21
05A-a,785,1.6,2.0,0.02
05A-a,6291,21.9,5.4,2.57
05A-a,995,3.1,5.0,0.1
05A-a,442,4.7,1.7,0.04
05A-a,990,6.3,4.3,0.35
05A-a,182,1.6,3.0,0.05
05A-a,463,1.6,4.0,0.03
05A-a,967,6.3,2.3,0.13
05A-a,1241,1.6,4.0,0.05
05A-a,2131,7.8,19.8,1.49
05A-a,1046,3.1,2.5,0.06
05A-a,441,3.1,4.5,0.11
05A-a,999,1.6,2.0,0.07
05A-a,9500,14.1,18.5,1.53
05A-a,1964,37.5,13.5,12.23
05A-a,2145,1.6,2.0,0.03
05A-a,2147,3.1,5.0,0.18
05A-a,6356,1.6,3.0,4.15
05A-a,584,1.6,1.0,0.0
05A-a,2146,1.6,1.0,0.03
05A-a,585,1.6,3.0,0.02
05A-a,28,1.6,3.0,0.07
05A-a,630,1.6,3.0,0.17
05A-a,685,1.6,3.0,0.08
05A-a,6097,4.7,4.7,0.3
05A1,299,5.7,19.7,0.83
05A1,300,100.0,64.8,97.41
05A1,724,39.6,9.6,1.97
05A1,1044,7.5,6.3,1.13
05A1,2132,13.2,16.1,7.69
05A1,723,56.6,24.4,4.57
05A1,1241,7.5,3.3,0.2
05A1,2135,1.9,2.0,0.04
05A1,998,34.0,22.8,5.66
05A1,1397,11.3,8.0,2.4
05A1,990,7.5,12.5,1.21
05A1,851,18.9,9.9,1.99
05A1,18,5.7,2.0,0.01
05A1,437,7.5,1.8,0.06
05A1,2145,1.9,8.0,0.16
05A1,2153,1.9,8.0,0.65
05A1,640,1.9,1.0,0.01
05A1,1255,1.9,1.0,0.03
05A1,1327,1.9,1.0,0.02
05A1,1395,1.9,1.0,0.36
05A1,9500,32.1,25.1,4.73
05A1,40,1.9,3.0,0.03
05A1,722,13.2,9.9,1.89
05A1,859,1.9,3.0,0.06
05A1,182,5.7,8.0,0.49
05A1,995,11.3,12.7,0.89
05A1,1002,3.8,6.0,0.16
05A1,2146,1.9,8.0,0.25
05A1,2147,1.9,4.0,0.09
05A1,933,15.1,5.1,0.08
05A1,6097,9.4,17.6,2.22
05A1,6291,7.5,3.8,0.62
05A1,1041,7.5,6.3,0.48
05A1,2131,7.5,21.5,1.56
05A1,967,3.8,5.0,0.17
05A1,1350,7.5,1.8,0.78
05A1,1964,3.8,13.0,1.19
05A1,259,1.9,2.0,0.03
05A1,1156,3.8,2.0,0.03
05A1,466,3.8,2.0,0.07
05A1,586,1.9,2.0,0.06
05A1,6013,1.9,2.0,0.31
