SYNTAXON,SPECIES_NR,PRESENTIE,KARAKT_BED,TROUW
28A,2788,0.99,2.0,0.00225
28A,2792,0.5085,2.0,0.0
28A,2802,1.503,5.35329,1.92675
28A,2818,2.016,2.74777,8.46955
28A,2819,1.5165,2.66766,0.1489
28A,2866,1.995,18.5,2.4528
28A,2872,1.491,2.0,0.8232
28A,2903,0.504,3.0,21.0
28A,2912,2.0115,5.00224,1.8949
28A,2913,2.9765,3.72972,25.7595
28A,2920,2.9765,3.49504,0.06615
28A,2921,3.485,4.56973,1.11875
28A,2923,2.4815,2.7969,0.03245
28A,2924,1.017,5.5,0.0791
28A,2927,0.5085,2.0,0.00565
28A,2928,0.5085,8.0,7.29415
28A,2937,0.5085,1.0,56.5
28A,2938,0.5085,1.0,4.0341
28A,2942,0.999,2.5045,0.00645
28A,2976,3.4935,4.29283,0.0399
28A,2995,0.99,2.0,0.01125
28A,2996,1.017,1.5,0.00565
28A,3004,0.99,2.0,0.00225
28A,3112,0.495,3.0,0.261
28A,3151,19.531,2.92282,0.7524
28A,3229,27.973,5.89397,27.7756
28A,3300,2.4975,4.2,15.768
28A,3301,1.494,2.0,0.21525
28A,3302,1.5075,2.0,27.4078
28A,3316,2.52,4.21339,2.8741
28A,3326,0.5085,3.0,1.49725
28A,3334,0.495,18.0,1.49625
28A,3335,0.504,2.0,0.0483
28A,3338,0.99,1.5,2.52
28A,3352,4.475,2.24419,16.4028
28A,3354,5.4785,1.8916,6.47275
28A,3355,0.99,2.0,15.9682
28A,3357,1.5075,24.0,21.8475
28A,3364,1.017,1.0,0.0113
28A,3366,0.495,2.0,22.5
28A,3371,2.007,5.287,17.7136
28A,3383,0.99,1.5,0.5625
28A,3391,0.495,2.0,2.133
28A,3403,1.9995,2.0,0.73035
28A,3430,2.5155,3.01878,0.39525
28A,3431,4.032,2.85848,0.3022
28A,3436,0.504,3.0,17.3796
28A,3446,0.495,3.0,1.84275
28A,3454,0.495,2.0,0.09675
28A,3455,0.999,8.0,3.1686
28A,3456,1.5075,6.7,13.4595
28A,3458,0.495,2.0,0.288
28A,3460,0.999,7.45045,7.77945
28A,3468,0.495,3.0,0.05175
28A,3471,3.5325,3.86561,12.9197
28A,3482,2.4975,1.8,11.475
28A,4146,0.99,2.0,0.03375
28A,4159,0.495,2.0,0.396
28A,4346,0.5085,1.0,0.0452
28A,5178,0.504,2.0,1.5981
28A,6013,2.007,1.75336,0.29325
28A,6077,2.9765,2.0,0.0613
28A,6078,0.504,2.0,0.714
28A,6097,4.4765,1.88835,0.11175
28A,6180,0.495,2.0,22.5
28A,6192,1.0125,1.50222,0.17745
28A,6208,0.99,2.0,0.5265
28A,6223,0.5085,1.0,0.113
28A,6279,0.5085,2.0,0.06215
28A,6292,0.5085,2.0,2.66115
28A,6315,0.495,2.0,1.2555
28A,6330,0.5085,1.0,0.25425
28A,6352,1.008,2.0,0.4977
28A,6411,0.5085,2.0,5.8421
28A,6412,0.5085,2.0,1.55375
28A,6437,0.495,2.0,0.1755
28A,6452,1.0035,2.0,0.01015
28A,6456,0.495,2.0,2.22075
28A,6459,1.521,2.0,0.0993
28A,6477,0.5085,2.0,5.2432
28A,6498,0.504,1.0,0.4326
28A,6566,1.017,2.0,0.4859
28A,6601,0.5085,38.0,53.675
28A,9500,0.495,2.0,0.00675
28A,9511,1.017,53.0,0.3616
29,1,0.680412,1.0,0.0170103
29,5,0.693471,1.50842,0.0321993
29,7,0.340893,1.0,0.00745704
29,17,0.340893,2.0,0.0426117
29,18,22.0192,3.15156,0.0557045
29,19,1.03265,3.6822,0.00532646
29,26,2.0646,2.03229,2.48591
29,28,11.3471,5.07303,0.874055
29,36,0.340893,3.0,0.00106529
29,38,4.81478,9.90817,7.34928
29,40,14.4653,2.34669,0.199656
29,42,0.340893,3.0,0.00319588
29,46,0.685567,1.5,9.22381
29,47,1.03814,2.3,1.29278
29,52,0.339519,1.0,0.0509278
29,68,0.340206,1.0,0.0113402
29,76,0.680412,1.0,0.294845
29,77,0.340893,2.0,0.0298282
29,86,0.352577,1.0,0.0293814
29,101,6.53058,1.77325,0.091512
29,117,35.3938,3.48506,0.724021
29,121,56.3625,5.74285,2.56529
29,122,0.340206,8.0,0.056701
29,123,7.55567,3.22805,1.34794
29,128,0.340893,3.0,0.0383505
29,131,0.352577,2.0,1.92155
29,133,0.352577,2.0,0.307526
29,135,0.680412,2.00202,0.0135052
29,141,18.5684,6.55889,6.23629
29,142,1.37423,11.5,7.99608
29,143,6.54021,3.11124,2.6779
29,144,40.211,7.72046,6.40704
29,152,2.74227,25.5,6.88701
29,171,1.72612,1.40135,0.0612715
29,174,11.6804,1.7,0.0340206
29,184,0.340893,3.0,0.00745704
29,188,3.40653,3.22859,0.052543
29,200,10.3199,3.12681,0.480653
29,203,0.6811,4.50353,0.138454
29,205,1.71375,1.80188,0.0207216
29,208,0.685567,2.0,0.0587629
29,211,1.04467,4.3125,0.0150172
29,212,0.339519,1.0,0.00130584
29,215,1.36082,1.8,0.0056701
29,225,0.340893,3.0,0.00639175
29,235,3.45086,2.17967,0.151375
29,254,1.04502,2.33131,0.0883162
29,259,0.680412,1.5,0.0056701
29,274,7.21409,5.55557,1.04512
29,287,0.339519,3.0,0.0692096
29,296,1.70172,1.40065,0.0187973
29,299,0.340893,3.0,0.00745704
29,306,11.6838,2.90129,0.490515
29,310,8.93402,3.77152,10.0908
29,312,17.9007,4.4553,16.7791
29,313,0.352577,13.0,10.0289
29,315,5.15155,3.0,1.53959
29,316,71.8357,8.12409,21.5327
29,331,18.8942,2.09458,0.12055
29,335,0.340206,2.0,0.0056701
29,336,2.3866,1.14255,0.0686598
29,346,0.340893,3.0,0.00532646
29,358,0.340893,2.0,2.54924
29,359,0.340206,2.0,0.0226804
29,388,2.74364,15.0097,13.2508
29,390,1.71409,1.60345,0.01189
29,435,5.50206,17.5987,1.62385
29,436,0.340893,3.0,0.00958763
29,437,3.76598,5.74388,0.0896564
29,442,0.340893,3.0,0.00532646
29,445,0.680412,1.0,0.0056701
29,446,4.79691,2.24301,0.0194502
29,448,0.6811,2.0,0.320687
29,450,0.339519,1.0,0.00652921
29,451,36.7835,3.1819,0.590103
29,456,0.340206,2.0,0.0283505
29,457,9.59347,2.08215,1.101
29,458,0.352577,2.0,1.20268
29,462,2.75773,3.28299,0.0992096
29,463,0.69244,2.0,0.00745704
29,466,2.40928,4.43252,0.0914089
29,475,3.78316,2.18207,0.212543
29,482,0.340206,1.0,0.0340206
29,484,0.685567,1.0,0.857938
29,487,4.12131,1.91729,1.15677
29,490,3.75498,1.44496,0.0368729
29,509,0.339519,3.0,0.137113
29,520,0.340206,1.0,0.0
29,544,0.692096,1.50943,0.220687
29,545,0.339519,1.0,0.032646
29,546,0.352577,13.0,0.0176289
29,557,0.340206,1.0,0.0
29,570,0.352577,1.0,0.0372165
29,582,2.42268,2.27146,0.014055
29,584,7.91615,9.07041,0.221409
29,585,2.41924,5.84418,0.060378
29,587,0.339519,2.0,0.42701
29,589,18.5464,3.22588,1.59117
29,630,0.680412,2.0,0.0453608
29,631,3.09966,4.20024,0.0127835
29,640,0.340893,3.0,0.00426117
29,641,2.40756,9.7,0.0639175
29,654,0.340893,2.0,0.00426117
29,665,0.69244,5.0,0.0383505
29,670,0.340893,9.0,0.0106529
29,671,2.72096,19.6292,8.14457
29,673,8.60997,2.4822,0.110447
29,675,43.288,7.42408,2.81141
29,678,3.78247,1.5548,0.550722
29,680,3.78179,5.5,0.0521993
29,683,5.5,2.4,0.0453608
29,684,2.04124,1.8,0.0510309
29,688,0.340206,2.0,0.0056701
29,690,0.340893,2.0,0.0319588
29,708,0.352577,1.0,0.0195876
29,719,0.339519,18.0,12.7855
29,722,0.340893,3.0,0.0149141
29,723,1.02062,3.33401,0.0138488
29,724,0.340893,3.0,0.00532646
29,725,1.7189,1.39884,0.0202749
29,739,13.0533,17.0883,13.0449
29,743,0.685567,2.0,0.393711
29,755,1.03299,2.0,0.526082
29,756,2.73436,1.86453,0.00993127
29,763,1.37423,1.8,0.01811
29,764,0.339519,2.0,0.82268
29,772,0.340893,8.0,0.0287629
29,780,16.1196,2.51246,0.394021
29,782,1.03333,2.0,0.0426117
29,784,1.37423,1.5,0.0117182
29,785,9.60893,5.80528,0.422887
29,792,0.352577,2.0,0.389794
29,794,1.7134,2.00301,0.0528179
29,795,24.3729,3.03668,1.31041
29,796,2.7378,2.24878,0.244708
29,799,1.37766,2.0,0.0470103
29,809,0.352577,8.0,0.0705155
29,813,7.889,3.52312,0.115292
29,814,3.78385,2.57363,0.487354
29,815,0.352577,2.0,8.92608
29,820,1.37113,1.8,1.28887
29,822,0.352577,2.0,0.0254639
29,841,2.05395,3.00619,0.260825
29,844,9.2866,4.86999,0.439278
29,847,8.23471,3.90913,3.10969
29,859,0.340893,3.0,0.0106529
29,865,0.340893,1.0,0.00426117
29,867,1.72543,2.99721,0.0806529
29,868,13.7653,3.85734,0.653024
29,869,0.69244,1.5,0.069244
29,925,3.09966,2.32042,0.496804
29,930,15.801,2.36384,0.110412
29,932,0.69244,2.5,0.069244
29,933,46.7034,4.08687,0.203402
29,944,0.340206,1.0,0.0113402
29,945,17.8553,4.42015,3.46285
29,946,1.38591,1.0,0.00319588
29,947,3.78213,6.7079,1.07031
29,952,26.1124,2.59713,0.330619
29,957,1.71753,1.79842,0.149313
29,958,1.36082,2.50101,0.0101718
29,959,13.389,2.3567,0.0305842
29,967,5.14914,3.62774,0.172268
29,968,13.744,2.35768,0.232165
29,970,0.693471,1.49158,0.0216838
29,972,21.6206,5.75605,0.64622
29,973,54.2973,12.0231,13.7852
29,975,5.14399,4.8635,6.91938
29,976,6.1811,4.30768,3.11419
29,977,11.0027,3.9982,0.84732
29,982,0.339519,2.0,0.0313402
29,1005,0.69244,2.0,0.129966
29,1006,5.84296,2.47035,0.0661512
29,1010,1.38419,2.22358,0.0352577
29,1012,7.54261,2.5,16.0296
29,1023,3.79897,4.0,0.748454
29,1027,1.03299,2.32934,0.0954639
29,1030,4.81203,10.3916,11.9256
29,1040,0.693471,1.0,0.00408935
29,1041,1.0323,3.34654,0.0370103
29,1046,0.339519,2.0,0.00522337
29,1048,3.44089,3.2,0.107595
29,1055,0.69244,2.0,0.0191753
29,1056,8.2354,1.7503,0.0275601
29,1058,65.6488,6.23922,5.88625
29,1061,0.340206,2.0,0.113402
29,1066,0.693471,2.0,0.0193814
29,1074,15.1055,3.37779,0.563162
29,1075,0.352577,13.0,18.0461
29,1076,53.932,4.19455,11.7824
29,1077,1.03814,2.0,8.57938
29,1078,23.3536,4.83702,5.00076
29,1089,0.679725,1.0,0.0
29,1093,1.71443,2.80156,0.0170447
29,1095,0.693471,1.50842,0.549175
29,1097,1.04502,1.33739,0.113265
29,1098,12.7113,1.91909,0.521306
29,1099,0.6811,1.0,0.0131271
29,1100,63.9478,6.27847,24.9584
29,1101,8.92199,5.41395,0.428316
29,1102,21.6354,4.34556,12.7789
29,1103,0.352577,2.0,0.0509278
29,1111,0.340893,2.0,0.0617869
29,1112,2.05464,2.53507,0.094055
29,1114,0.340893,1.0,0.00532646
29,1116,15.1443,3.39254,0.112955
29,1118,2.38144,1.3,0.192784
29,1119,2.39278,4.87455,0.0497595
29,1121,1.7134,2.0,0.0856701
29,1124,0.340206,1.0,0.0
29,1125,12.4003,2.77279,0.467388
29,1126,6.54914,1.82093,0.0841924
29,1133,0.680412,1.0,0.0
29,1135,1.01993,1.66577,0.0823368
29,1155,3.75498,2.84496,0.2989
29,1156,17.2048,6.29861,0.397285
29,1159,0.69244,5.0,0.209863
29,1161,15.8196,2.2,0.487629
29,1162,0.339519,2.0,0.0182818
29,1170,0.352577,1.0,0.0235052
29,1173,0.340893,8.0,0.0862887
29,1184,53.9357,19.5648,47.9767
29,1189,0.693471,2.0,0.123402
29,1191,0.352577,2.0,0.0705155
29,1192,13.743,2.32536,0.780069
29,1197,0.352577,2.0,0.0920619
29,1207,2.40344,1.57186,0.290653
29,1211,1.37113,2.0,0.129278
29,1215,1.03368,1.9887,0.0150859
29,1216,0.339519,1.0,0.0169759
29,1218,9.25876,3.27285,0.169107
29,1219,0.352577,2.0,0.0803093
29,1224,10.999,1.96828,1.07175
29,1225,5.16598,1.72004,0.361856
29,1226,0.340206,1.0,0.0113402
29,1229,1.03333,2.0,0.0234364
29,1234,0.69244,1.5,0.0490034
29,1237,0.692096,1.50943,0.161924
29,1238,2.38144,7.4,0.283505
29,1241,0.340893,3.0,0.00852234
29,1245,2.39381,2.0,0.0946735
29,1247,0.69244,19.5,0.27378
29,1250,7.53814,2.12106,0.0879038
29,1252,0.680412,1.0,0.0226804
29,1256,0.340206,2.0,0.0056701
29,1259,0.693471,1.98315,0.0145704
29,1260,2.05155,1.53467,0.0477663
29,1299,0.340893,1.0,0.00426117
29,1305,0.693471,2.49158,0.0113746
29,1306,2.06564,2.15007,0.00965636
29,1311,0.340893,2.0,0.0298282
29,1316,18.5543,2.981,0.67268
29,1317,13.7457,4.86419,0.487973
29,1318,37.7763,3.13274,1.39746
29,1321,15.8234,2.15614,0.0291065
29,1322,1.71856,2.0,0.0849485
29,1346,3.43711,6.66467,1.35361
29,1349,3.07801,2.24272,0.176907
29,1350,24.3842,4.20497,5.89251
29,1355,0.340206,1.0,0.0056701
29,1357,0.692096,3.0,1.45471
29,1362,1.37285,3.25805,0.44134
29,1363,0.340893,3.0,0.160859
29,1368,0.340206,1.0,0.0056701
29,1370,0.340893,1.0,0.00745704
29,1371,0.680412,1.0,0.0396907
29,1378,0.693471,1.50842,0.0261512
29,1474,0.340206,1.0,0.0
29,1530,0.680412,1.0,0.0283505
29,1533,0.340893,1.0,0.0138488
29,1544,0.340893,2.0,0.00106529
29,1635,0.340206,3.0,0.0170103
29,1642,3.76564,1.99881,1.33419
29,1733,0.352577,2.0,0.272268
29,1755,1.71718,2.0,1.00942
29,1760,1.36082,11.3,17.3902
29,1833,2.0567,1.8,3.50227
29,1859,0.685567,2.0,2.03907
29,1914,2.4055,2.02586,0.114192
29,1936,0.340893,3.0,0.0756357
29,1949,2.38213,1.74293,0.0549485
29,1960,0.340893,1.0,0.0298282
29,2290,0.339519,2.0,0.00914089
29,2320,10.0086,3.6216,0.370309
29,2323,8.96976,13.7912,6.65488
29,2324,1.71134,1.8012,0.0663918
29,2343,0.69244,13.0,0.0308935
29,2376,4.80309,2.30104,0.0513746
29,2400,4.47938,2.5,0.192784
29,2402,0.340893,3.0,0.00426117
29,2430,14.7763,2.00001,0.0984192
29,2497,0.340893,2.0,10.6529
29,2512,0.339519,2.0,0.0287285
29,2519,0.692096,3.0,1.21704
29,2525,0.692096,2.5,1.56962
29,2547,0.339519,2.0,0.0561512
29,2555,0.339519,2.0,0.26378
29,2560,0.340893,2.0,0.0362199
29,2574,1.38488,11.6608,0.652784
29,2577,3.78763,4.49472,0.526735
29,2578,1.72371,6.2,7.02021
29,2580,0.692096,3.0,0.1789
29,2595,1.03162,2.0,6.50832
29,2620,0.340206,2.0,0.0
29,2621,0.340893,2.0,0.0340893
29,2667,0.340206,8.0,0.0510309
29,2700,0.69244,5.0,0.0628522
29,2701,0.680412,3.0,0.0469416
29,2729,0.339519,3.0,0.00261168
29,2752,1.37113,3.0,13.0584
29,2753,0.679725,8.00506,1.44402
29,2802,1.37113,2.3,0.754777
29,2861,0.339519,2.0,1.19615
29,2869,1.72371,3.0,13.0584
29,2872,0.692096,7.60377,1.4534
29,2938,0.339519,2.0,5.38921
29,3402,0.339519,3.0,1.11388
29,3403,0.339519,1.0,0.0613746
29,3460,0.340893,1.0,0.355808
29,3464,5.85017,9.20223,11.0755
29,6013,0.339519,1.0,0.0287285
29,6021,0.352577,2.0,4.60897
29,6097,3.42887,2.44157,0.111512
29,6103,0.340206,2.0,0.941237
29,6106,0.339519,2.0,0.057457
29,6176,0.352577,3.0,19.5876
29,6187,0.6811,1.5005,1.19268
29,6192,2.05292,2.84322,0.682096
29,6234,0.692784,2.0,1.51062
29,6279,2.38144,1.714,0.242165
29,6291,1.02062,38.0,0.844845
29,6330,0.339519,2.0,0.342131
29,6352,0.340893,1.0,0.0841581
29,6370,0.352577,2.0,2.08021
29,6412,0.352577,3.0,1.61794
29,6417,0.692096,2.0,1.03814
29,6437,0.352577,2.0,0.125361
29,6454,1.37251,1.75638,0.476907
29,6459,3.76942,1.72924,0.211615
29,6498,1.01993,1.33288,1.16643
29,6532,0.340206,1.0,0.334536
29,6551,0.679725,2.0,0.157732
29,6553,0.340893,1.0,0.362199
29,6562,0.352577,13.0,11.0709
29,9500,0.339519,68.0,0.135808
29,9724,0.692096,2.5,13.0584
29A,1,0.680412,1.0,0.0170103
29A,5,0.693471,1.50842,0.0321993
29A,7,0.340893,1.0,0.00745704
29A,17,0.340893,2.0,0.0426117
29A,18,22.0192,3.15156,0.0557045
29A,19,1.03265,3.6822,0.00532646
29A,26,2.0646,2.03229,2.48591
29A,28,11.3471,5.07303,0.874055
29A,36,0.340893,3.0,0.00106529
29A,38,4.81478,9.90817,7.34928
29A,40,14.4653,2.34669,0.199656
29A,42,0.340893,3.0,0.00319588
29A,46,0.685567,1.5,9.22381
29A,47,1.03814,2.3,1.29278
29A,52,0.339519,1.0,0.0509278
29A,68,0.340206,1.0,0.0113402
29A,76,0.680412,1.0,0.294845
29A,77,0.340893,2.0,0.0298282
29A,86,0.352577,1.0,0.0293814
29A,101,6.53058,1.77325,0.091512
29A,117,35.3938,3.48506,0.724021
29A,121,56.3625,5.74285,2.56529
29A,122,0.340206,8.0,0.056701
29A,123,7.55567,3.22805,1.34794
29A,128,0.340893,3.0,0.0383505
29A,131,0.352577,2.0,1.92155
29A,133,0.352577,2.0,0.307526
29A,135,0.680412,2.00202,0.0135052
29A,141,18.5684,6.55889,6.23629
29A,142,1.37423,11.5,7.99608
29A,143,6.54021,3.11124,2.6779
29A,144,40.211,7.72046,6.40704
29A,152,2.74227,25.5,6.88701
29A,171,1.72612,1.40135,0.0612715
29A,174,11.6804,1.7,0.0340206
29A,184,0.340893,3.0,0.00745704
29A,188,3.40653,3.22859,0.052543
29A,200,10.3199,3.12681,0.480653
29A,203,0.6811,4.50353,0.138454
29A,205,1.71375,1.80188,0.0207216
29A,208,0.685567,2.0,0.0587629
29A,211,1.04467,4.3125,0.0150172
29A,212,0.339519,1.0,0.00130584
29A,215,1.36082,1.8,0.0056701
29A,225,0.340893,3.0,0.00639175
29A,235,3.45086,2.17967,0.151375
29A,254,1.04502,2.33131,0.0883162
29A,259,0.680412,1.5,0.0056701
29A,274,7.21409,5.55557,1.04512
29A,287,0.339519,3.0,0.0692096
29A,296,1.70172,1.40065,0.0187973
29A,299,0.340893,3.0,0.00745704
29A,306,11.6838,2.90129,0.490515
29A,310,8.93402,3.77152,10.0908
29A,312,17.9007,4.4553,16.7791
29A,313,0.352577,13.0,10.0289
29A,315,5.15155,3.0,1.53959
29A,316,71.8357,8.12409,21.5327
29A,331,18.8942,2.09458,0.12055
29A,335,0.340206,2.0,0.0056701
29A,336,2.3866,1.14255,0.0686598
29A,346,0.340893,3.0,0.00532646
29A,358,0.340893,2.0,2.54924
29A,359,0.340206,2.0,0.0226804
29A,388,2.74364,15.0097,13.2508
29A,390,1.71409,1.60345,0.01189
29A,435,5.50206,17.5987,1.62385
29A,436,0.340893,3.0,0.00958763
29A,437,3.76598,5.74388,0.0896564
29A,442,0.340893,3.0,0.00532646
29A,445,0.680412,1.0,0.0056701
29A,446,4.79691,2.24301,0.0194502
29A,448,0.6811,2.0,0.320687
29A,450,0.339519,1.0,0.00652921
29A,451,36.7835,3.1819,0.590103
29A,456,0.340206,2.0,0.0283505
29A,457,9.59347,2.08215,1.101
29A,458,0.352577,2.0,1.20268
29A,462,2.75773,3.28299,0.0992096
29A,463,0.69244,2.0,0.00745704
29A,466,2.40928,4.43252,0.0914089
29A,475,3.78316,2.18207,0.212543
29A,482,0.340206,1.0,0.0340206
29A,484,0.685567,1.0,0.857938
29A,487,4.12131,1.91729,1.15677
29A,490,3.75498,1.44496,0.0368729
29A,509,0.339519,3.0,0.137113
29A,520,0.340206,1.0,0.0
29A,544,0.692096,1.50943,0.220687
29A,545,0.339519,1.0,0.032646
29A,546,0.352577,13.0,0.0176289
29A,557,0.340206,1.0,0.0
29A,570,0.352577,1.0,0.0372165
29A,582,2.42268,2.27146,0.014055
29A,584,7.91615,9.07041,0.221409
29A,585,2.41924,5.84418,0.060378
29A,587,0.339519,2.0,0.42701
29A,589,18.5464,3.22588,1.59117
29A,630,0.680412,2.0,0.0453608
29A,631,3.09966,4.20024,0.0127835
29A,640,0.340893,3.0,0.00426117
29A,641,2.40756,9.7,0.0639175
29A,654,0.340893,2.0,0.00426117
29A,665,0.69244,5.0,0.0383505
29A,670,0.340893,9.0,0.0106529
29A,671,2.72096,19.6292,8.14457
29A,673,8.60997,2.4822,0.110447
29A,675,43.288,7.42408,2.81141
29A,678,3.78247,1.5548,0.550722
29A,680,3.78179,5.5,0.0521993
29A,683,5.5,2.4,0.0453608
29A,684,2.04124,1.8,0.0510309
29A,688,0.340206,2.0,0.0056701
29A,690,0.340893,2.0,0.0319588
29A,708,0.352577,1.0,0.0195876
29A,719,0.339519,18.0,12.7855
29A,722,0.340893,3.0,0.0149141
29A,723,1.02062,3.33401,0.0138488
29A,724,0.340893,3.0,0.00532646
29A,725,1.7189,1.39884,0.0202749
29A,739,13.0533,17.0883,13.0449
29A,743,0.685567,2.0,0.393711
29A,755,1.03299,2.0,0.526082
29A,756,2.73436,1.86453,0.00993127
29A,763,1.37423,1.8,0.01811
29A,764,0.339519,2.0,0.82268
29A,772,0.340893,8.0,0.0287629
29A,780,16.1196,2.51246,0.394021
29A,782,1.03333,2.0,0.0426117
29A,784,1.37423,1.5,0.0117182
29A,785,9.60893,5.80528,0.422887
29A,792,0.352577,2.0,0.389794
29A,794,1.7134,2.00301,0.0528179
29A,795,24.3729,3.03668,1.31041
29A,796,2.7378,2.24878,0.244708
29A,799,1.37766,2.0,0.0470103
29A,809,0.352577,8.0,0.0705155
29A,813,7.889,3.52312,0.115292
29A,814,3.78385,2.57363,0.487354
29A,815,0.352577,2.0,8.92608
29A,820,1.37113,1.8,1.28887
29A,822,0.352577,2.0,0.0254639
29A,841,2.05395,3.00619,0.260825
29A,844,9.2866,4.86999,0.439278
29A,847,8.23471,3.90913,3.10969
29A,859,0.340893,3.0,0.0106529
29A,865,0.340893,1.0,0.00426117
29A,867,1.72543,2.99721,0.0806529
29A,868,13.7653,3.85734,0.653024
29A,869,0.69244,1.5,0.069244
29A,925,3.09966,2.32042,0.496804
29A,930,15.801,2.36384,0.110412
29A,932,0.69244,2.5,0.069244
29A,933,46.7034,4.08687,0.203402
29A,944,0.340206,1.0,0.0113402
29A,945,17.8553,4.42015,3.46285
29A,946,1.38591,1.0,0.00319588
29A,947,3.78213,6.7079,1.07031
29A,952,26.1124,2.59713,0.330619
29A,957,1.71753,1.79842,0.149313
29A,958,1.36082,2.50101,0.0101718
29A,959,13.389,2.3567,0.0305842
29A,967,5.14914,3.62774,0.172268
29A,968,13.744,2.35768,0.232165
29A,970,0.693471,1.49158,0.0216838
29A,972,21.6206,5.75605,0.64622
29A,973,54.2973,12.0231,13.7852
29A,975,5.14399,4.8635,6.91938
29A,976,6.1811,4.30768,3.11419
29A,977,11.0027,3.9982,0.84732
29A,982,0.339519,2.0,0.0313402
29A,1005,0.69244,2.0,0.129966
29A,1006,5.84296,2.47035,0.0661512
29A,1010,1.38419,2.22358,0.0352577
29A,1012,7.54261,2.5,16.0296
29A,1023,3.79897,4.0,0.748454
29A,1027,1.03299,2.32934,0.0954639
29A,1030,4.81203,10.3916,11.9256
29A,1040,0.693471,1.0,0.00408935
29A,1041,1.0323,3.34654,0.0370103
29A,1046,0.339519,2.0,0.00522337
29A,1048,3.44089,3.2,0.107595
29A,1055,0.69244,2.0,0.0191753
29A,1056,8.2354,1.7503,0.0275601
29A,1058,65.6488,6.23922,5.88625
29A,1061,0.340206,2.0,0.113402
29A,1066,0.693471,2.0,0.0193814
29A,1074,15.1055,3.37779,0.563162
29A,1075,0.352577,13.0,18.0461
29A,1076,53.932,4.19455,11.7824
29A,1077,1.03814,2.0,8.57938
29A,1078,23.3536,4.83702,5.00076
29A,1089,0.679725,1.0,0.0
29A,1093,1.71443,2.80156,0.0170447
29A,1095,0.693471,1.50842,0.549175
29A,1097,1.04502,1.33739,0.113265
29A,1098,12.7113,1.91909,0.521306
29A,1099,0.6811,1.0,0.0131271
29A,1100,63.9478,6.27847,24.9584
29A,1101,8.92199,5.41395,0.428316
29A,1102,21.6354,4.34556,12.7789
29A,1103,0.352577,2.0,0.0509278
29A,1111,0.340893,2.0,0.0617869
29A,1112,2.05464,2.53507,0.094055
29A,1114,0.340893,1.0,0.00532646
29A,1116,15.1443,3.39254,0.112955
29A,1118,2.38144,1.3,0.192784
29A,1119,2.39278,4.87455,0.0497595
29A,1121,1.7134,2.0,0.0856701
29A,1124,0.340206,1.0,0.0
29A,1125,12.4003,2.77279,0.467388
29A,1126,6.54914,1.82093,0.0841924
29A,1133,0.680412,1.0,0.0
29A,1135,1.01993,1.66577,0.0823368
29A,1155,3.75498,2.84496,0.2989
29A,1156,17.2048,6.29861,0.397285
29A,1159,0.69244,5.0,0.209863
29A,1161,15.8196,2.2,0.487629
29A,1162,0.339519,2.0,0.0182818
29A,1170,0.352577,1.0,0.0235052
29A,1173,0.340893,8.0,0.0862887
29A,1184,53.9357,19.5648,47.9767
29A,1189,0.693471,2.0,0.123402
29A,1191,0.352577,2.0,0.0705155
29A,1192,13.743,2.32536,0.780069
29A,1197,0.352577,2.0,0.0920619
29A,1207,2.40344,1.57186,0.290653
29A,1211,1.37113,2.0,0.129278
29A,1215,1.03368,1.9887,0.0150859
29A,1216,0.339519,1.0,0.0169759
29A,1218,9.25876,3.27285,0.169107
29A,1219,0.352577,2.0,0.0803093
29A,1224,10.999,1.96828,1.07175
29A,1225,5.16598,1.72004,0.361856
29A,1226,0.340206,1.0,0.0113402
29A,1229,1.03333,2.0,0.0234364
29A,1234,0.69244,1.5,0.0490034
29A,1237,0.692096,1.50943,0.161924
29A,1238,2.38144,7.4,0.283505
29A,1241,0.340893,3.0,0.00852234
29A,1245,2.39381,2.0,0.0946735
29A,1247,0.69244,19.5,0.27378
29A,1250,7.53814,2.12106,0.0879038
29A,1252,0.680412,1.0,0.0226804
29A,1256,0.340206,2.0,0.0056701
29A,1259,0.693471,1.98315,0.0145704
29A,1260,2.05155,1.53467,0.0477663
29A,1299,0.340893,1.0,0.00426117
29A,1305,0.693471,2.49158,0.0113746
29A,1306,2.06564,2.15007,0.00965636
29A,1311,0.340893,2.0,0.0298282
29A,1316,18.5543,2.981,0.67268
29A,1317,13.7457,4.86419,0.487973
29A,1318,37.7763,3.13274,1.39746
29A,1321,15.8234,2.15614,0.0291065
29A,1322,1.71856,2.0,0.0849485
29A,1346,3.43711,6.66467,1.35361
29A,1349,3.07801,2.24272,0.176907
29A,1350,24.3842,4.20497,5.89251
29A,1355,0.340206,1.0,0.0056701
29A,1357,0.692096,3.0,1.45471
29A,1362,1.37285,3.25805,0.44134
29A,1363,0.340893,3.0,0.160859
29A,1368,0.340206,1.0,0.0056701
29A,1370,0.340893,1.0,0.00745704
29A,1371,0.680412,1.0,0.0396907
29A,1378,0.693471,1.50842,0.0261512
29A,1474,0.340206,1.0,0.0
29A,1530,0.680412,1.0,0.0283505
29A,1533,0.340893,1.0,0.0138488
29A,1544,0.340893,2.0,0.00106529
29A,1635,0.340206,3.0,0.0170103
29A,1642,3.76564,1.99881,1.33419
29A,1733,0.352577,2.0,0.272268
29A,1755,1.71718,2.0,1.00942
29A,1760,1.36082,11.3,17.3902
29A,1833,2.0567,1.8,3.50227
