code_sbb,sbb_beginjaar,sbb_eindjaar,code_rvvn_2018,code_vvn_1998,code_veldgids_2015,sbb_in_rvvn,kov_codes,kov_verbonden,vvbh,sbb_nednaam_voor_2019,sbb_wetnaam_kort_voor_2019,sbb_wetnaam_voor_2019,opmerking_piet_schipper_2018,opmerking_john_jansen_2018,opmerking_code_vvn_1998,opmerking_code_veldgids_2015
32-g,1998,,r33RG09,32RG07,32RG09,ja,"12B-l,32-g",12B-l,4,RG Heelblaadjes-[Zilv.sch-v/K.nat.strooiselruig],RG Pulicaria dysenterica-[Lo-Potent/Conv-Filup],RG Pulicaria dysenterica-[Lolio-Potentillion anserinae/Convolvulo-Filipenduletea],,,,
32-h,1998,,r33RG02,32RG08,32RG02,ja,,,5,RG Grote engelwortel-[Kl. natte strooiselruigt.],RG Angelica archangelica-[Convo.-Filupenduletea],RG Angelica archangelica-[Convolvulo-Filipenduletea],,,,
32-i,2000,,r32RG11,31RG06,,ja,"31-f,32-i",31-f,5,RG Klein hoefblad-[Bijvoet-k/K.nat.strooislruig],RG Tussilago farfara-[Artemisietea/Conv-Filipen],RG Tussilago farfara-[Artemisietea vulgaris/Convolvulo-Filipenduletea],,,,
32-j,2018,,r08RG20,,08RG20,ja,,,,,,,2018 nieuw,"Voorheen opgevat als onbeschreven RG, of als VVN 32Aa01, 08Aa02 of 08Ab01",,
32-k,2018,,r08RG21,,08RG21,ja,,,,,,,2018 nieuw,Voorheen wsl. vooral opgevat al VVN 32Aa01,,
32/a,1998,,r33DG01,32DG01,32DG01,ja,,,5,DG Late guldenroede-[Kl. natte strooiselruigten],DG Solidago gigantea-[Convolvulo-Filipenduletea],DG Solidago gigantea-[Convolvulo-Filipenduletea],,,,
32/b,2018,,r33DG02,,32DG02,ja,,,,,,,2018 nieuw,Voorheen wsl. opgevat als niet-beschreven romp- of derivaatgemeenschap,,
33,1998,,r34,,,ja,,,,KLASSE DER NITROFIELE ZOMEN,Galio-Urticetea,Galio-Urticetea,,,,
33A,1998,,r34Aa,33Aa,,ja,,,,Verbond van Look-zonder-look,Galio-Alliarion,Galio-Alliarion,,,,
33A1,1998,,r34Aa01,33Aa01,,ja,,,5,Associatie van Fijne kervel en Winterpostelein,Claytonio-Anthriscetum caucalidis,Claytonio-Anthriscetum caucalidis,,,,
33A2,1998,,r34Aa02,33Aa02,,ja,,,5,Heggedoornzaad-associatie,Torilidetum japonicae,Torilidetum japonicae,,,,
33A3,1998,,r34Aa03,33Aa03,,ja,,,5,Kruisbladwalstro-associatie,Urtico-Cruciatetum laevipedis,Urtico-Cruciatetum laevipedis,,,,
33A3,1998,,r34Aa03a,33Aa03a,,ja,,,5,Kruisbladwalstro-associatie,Urtico-Cruciatetum laevipedis,Urtico-Cruciatetum laevipedis,,,,
33A3,1998,,r34Aa03b,33Aa03b,,ja,,,5,Kruisbladwalstro-associatie,Urtico-Cruciatetum laevipedis,Urtico-Cruciatetum laevipedis,,,,
33A4,1998,,r34Aa04,33Aa04,,ja,,,5,Associatie van Look-zonder-look en Dolle kervel,Alliario-Chaerophylletum temuli,Alliario-Chaerophylletum temuli,,,,
33A4,1998,,r34Aa04a,33Aa04a,,ja,,,5,Associatie van Look-zonder-look en Dolle kervel,Alliario-Chaerophylletum temuli,Alliario-Chaerophylletum temuli,,,,
33A4,1998,,r34Aa04b,33Aa04b,,ja,,,5,Associatie van Look-zonder-look en Dolle kervel,Alliario-Chaerophylletum temuli,Alliario-Chaerophylletum temuli,,,,
33A4,1998,,r34Aa04c,33Aa04c,,ja,,,5,Associatie van Look-zonder-look en Dolle kervel,Alliario-Chaerophylletum temuli,Alliario-Chaerophylletum temuli,,,,
33A5,1998,,r34Aa05,33Aa05,,ja,,,5,Zevenblad-associatie,Urtico-Aegopodietum,Urtico-Aegopodietum,,,,
33A5,1998,,r34Aa05a,33Aa05a,,ja,,,5,Zevenblad-associatie,Urtico-Aegopodietum,Urtico-Aegopodietum,,,,
33A5,1998,,r34Aa05b,33Aa05b,,ja,,,5,Zevenblad-associatie,Urtico-Aegopodietum,Urtico-Aegopodietum,,,,
33A5,1998,,r34Aa05c,33Aa05c,,ja,,,5,Zevenblad-associatie,Urtico-Aegopodietum,Urtico-Aegopodietum,,,,
33A5,1998,,r34Aa05d,33Aa05d,,ja,,,5,Zevenblad-associatie,Urtico-Aegopodietum,Urtico-Aegopodietum,,,,
33A6,1998,,r34Aa06,33Aa06,,ja,,,5,Kruidvlier-associatie,Heracleo-Sambucetum ebuli,Heracleo-Sambucetum ebuli,,,,
33A7,1998,,,,,nee,,,5,Associatie van Kleine kaardebol,Dipsacetum pilosi,Dipsacetum pilosi,,"Mogelijk wel een eigen associatie, maar momenteel te weinig opnamen beschikbaar om dit te kunnen beoordelen; sterk lijkend op VVN 33RG02",,
33A8,1998,,,,,ja,,,,,,,,"geen opnamen, verdwenen associatie?",,
33B,2018,,r34Ba,,,ja,,,,,,,2018 nieuw,,,
33B1,2018,,r34Ba01,,,ja,,,,,,,2018 nieuw,Voorheen waarschijnlijk opgevat als VVN 34Aa01,,
33-a,1998,,r34RG01,33RG01,33RG01,ja,,,5,RG Grote brandnetel-[Klasse d nitrofiele zomen],RG Urtica dioica-[Galio-Urticetea],RG Urtica dioica-[Galio-Urticetea],,,,
33-b,1998,,r34RG02,33RG02,33RG02,ja,,,5,RG Fluitekruid-[Klasse der nitrofiele zomen],RG Anthriscus sylvestris-[Galio-Urticetea],RG Anthriscus sylvestris-[Galio-Urticetea],,,,
33-c,1998,,r34RG03,33RG03,33RG03,ja,,,5,RG Groot hoefblad-[Klasse der nitrofiele zomen],RG Petasites hybridus-[Galio-Urticetea],RG Petasites hybridus-[Galio-Urticetea],,,,
33-d,2018,,r34RG04,,33RG04,ja,,,,,,,2018 verbonden met Galio-Urticetea,Klein deel opnamen SBB 32-a correspondeert met r34RG04,,
33-e,2018,,r34RG05,,33RG05,ja,,,,,,,2018 nieuw,,,
33/a,1998,,r40DG01,33DG01,37DG02,ja,,,5,DG Gewone braam (R. armeniacus)-[nitrofie.zomen],DG Rubus armeniacus-[Galio-Urticetea],DG Rubus armeniacus-[Galio-Urticetea],,,,
33/b,1998,,r34DG02,,33DG02,ja,,,5,DG Japanse duizendknoop-[Kl. d nitrofiele zomen],DG Polygonum cuspidatum-[Galio-Urticetea],DG Polygonum cuspidatum-[Galio-Urticetea],,,,
33/c,2005,,r34DG01,,33DG01,ja,,,5,,,DG Heracleum mantegazzianum-[Galio-Urticetea],,,,
18/a,1998,2005,,,,ja,,,,,,,wijziging in 2005; verandering definitie van 18/a naar 33/c. Dg bij klasse 18 vervalt,,,
33/d,2018,,r34DG03,,,ja,,,,,,,2018 nieuw,Voorheen wsl. als VVN 18RG01 opgevat (bij gebrek aan andere opties) of als onbeschreven nieuwe RG of DG,,
33/e,2018,,r33DG02,,32DG02,ja,,,,,,,2018 nieuw,Voorheen wsl. opgevat als niet-beschreven romp- of derivaatgemeenschap,,
34,1998,,r35,,,ja,,,,KLASSE DER KAPVLAKTENGEMEENSCHAPPEN,Epilobietea angustifolii,Epilobietea angustifolii,,,,
34A,1998,,r35Aa,34Aa,,ja,,,,Wilgenroosjesverbond,Carici piluliferae-Epilobion angustifolii,Carici piluliferae-Epilobion angustifolii,,,,
34A1,1998,,r35Aa01,34Aa01,,ja,,,5,Wilgenroosjes-associatie,Senecioni sylvatici-Epilobietum angustifolii,Senecioni sylvatici-Epilobietum angustifolii,,,,
34A1,1998,,r35Aa01a,34Aa01a,,ja,,,5,Wilgenroosjes-associatie,Senecioni sylvatici-Epilobietum angustifolii,Senecioni sylvatici-Epilobietum angustifolii,,,,
34A1,1998,,r35Aa01b,34Aa01b,,ja,,,5,Wilgenroosjes-associatie,Senecioni sylvatici-Epilobietum angustifolii,Senecioni sylvatici-Epilobietum angustifolii,,,,
34A1,1998,,r35Aa01c,34Aa01c,,ja,,,5,Wilgenroosjes-associatie,Senecioni sylvatici-Epilobietum angustifolii,Senecioni sylvatici-Epilobietum angustifolii,,,,
35,2000,,r36,,,ja,,,,BRUMMEL-KLASSE,Lonicero-Rubetea plicati,Lonicero-Rubetea plicati,,,,
35A,2000,,r36Aa,35Aa,,ja,,,,Brummel-verbond,Lonicero-Rubion silvatici,Lonicero-Rubion silvatici,,,,
35A1,2000,,r36Aa01,35Aa01,,ja,,,,Associatie van Bronskleurige bosbraam,Rubetum grati,Rubetum grati,,,,
35A1a,2018,,r36Aa01a,,,ja,,,,,,,2018 nieuw,subass overnemen of niet?,,
35A1b,2018,,r36Aa01b,,,ja,,,,,,,2018 nieuw,subass overnemen of niet?,,
35A2,2000,,r36Aa03,35Aa02,,ja,,,3,Associatie van Witte bosbraam,Rubetum silvatici,Rubetum silvatici,,,,
35A3,2000,2018,,,,ja,,,,Associatie van Sierlijke woudbraam,Rubetum pedemontani,Rubetum pedemontani,2018 naar klasse Rhamno catharticae-Prunetea spinosae,,,
35A4,2018,,r36Aa04,,,ja,,,,,,,2018 nieuw,,,
35A4a,2018,,r36Aa04a,,,ja,,,,,,,2018 nieuw,,,
35A4b,2018,,r36Aa04b,,,ja,,,,,,,2018 nieuw,,,
35A5,2018,,r36Aa02,,,ja,,,,,,,2018 nieuw,,,
35A-a,2000,,r36RG01,35RG01,35RG01,ja,,,4,RG Gewone braam (R. plicatus)-[Brummel-verbond],RG Rubus plicatus-[Lonicero-Rubion silvatici],RG Rubus plicatus-[Lonicero-Rubion silvatici],,,,
36,2000,,r39,,,ja,,,,KLASSE DER WILGENBROEKSTRUWELEN,Franguletea,Franguletea,,,,
36A,2000,,r39Aa,36Aa,,ja,,,,Verbond der wilgenbroekstruwelen,Salicion cinereae,Salicion cinereae,,,,
36A1,2000,,r39Aa01,36Aa01,,ja,,,3,Associatie van Geoorde wilg,Salicetum auritae,Salicetum auritae,,,,
36A2,2000,,r39Aa02,36Aa02,,ja,,,4,Associatie van Grauwe wilg,Salicetum cinereae,Salicetum cinereae,,"let op: deze vertaling is nodig omdat SBB niet splitst; zie echter onderscheid a, b en c",,
36A2,2000,,r39Aa02a,36Aa02a,,ja,,,4,Associatie van Grauwe wilg,Salicetum cinereae,Salicetum cinereae,,,,
36A2,2000,,r39Aa02b,36Aa02b,,ja,,,4,Associatie van Grauwe wilg,Salicetum cinereae,Salicetum cinereae,,,,
36A2,2000,,r39Aa02c,36Aa02c,,ja,,,4,Associatie van Grauwe wilg,Salicetum cinereae,Salicetum cinereae,,,,
36A-a,2000,,r39RG02,36RG01,,ja,,,4,RG Sporkehout-[Verbond der wilgenbroekstruwelen],RG Rhamnus frangula-[Salicion cinereae],RG Rhamnus frangula-[Salicion cinereae],,,,
36A-b,2000,,r39RG01,,,ja,"36A-b,40A-a",40A-a,3,RG Wilde gagel-[Verbond der wilgenbroekstruwelen],RG Myrica gale-[Salicion cinereae],RG Myrica gale-[Salicion cinereae/Betulion pubescentis],,,"09RG04, 36RG02",
37,2000,,r40,,,ja,,,,KLASSE DER DOORNSTRUWELEN,Rhamno-Prunetea,Rhamno-Prunetea,2018 naam aangepast,,,
,,,r40Ab,37Ab,,ja,,,,,,,niet in SBB-typologie,Naam verbond staat verkeerd in Stratiotes 50/51 (Carpino-Rubion),,
37A,2000,,r40Aa,37Aa,,ja,,,,Verbond van Bramen en Sleedoorn,Pruno-Rubion radulae,Pruno-Rubion radulae,2018 naam aangepast,inclusief  Carpino-Prunion,,
37A1,2000,,r40Aa01,,,ja,,,3,Associatie van Fluweelbraam en Sleedoorn,Pruno-Rubetum vestiti,Pruno-Rubetum vestiti,2018 naam aangepast,,,
37A2,2000,,r40Aa02,37Aa01,,ja,,,,Associatie van Sleedoorn en Slankstekelige braam,Pruno-Rubetum elegantispinosi,Pruno-Rubetum elegantispinosi,2018 naam aangepast  (was P.R. elegantispinosi) en definitie verbreedt.,deels corresponderend met r40Aa01,,
37A2a,2018,,r40Aa02a,,33DG01,ja,,,,,,,2018 nieuw,,,
37A2b,2018,,r40Aa02b,,37DG01,ja,,,,,,,2018 nieuw,,,
37A3,2018,,r40Aa03,,,ja,,,,,,,2018 nieuw,,,
37B,2000,,r40Ac,37Ac,,ja,,,,Liguster-verbond,Berberidion vulgaris,Berberidion vulgaris,,,,
37B1,2000,2018,,,,ja,,,3,Associatie van Duindoorn en Vlier,Hippophao-Sambucetum,Hippophao-Sambucetum,2018 vervalt,zie nieuwe klasse Salicetea arenariae,,
37B2,2000,2018,,,,ja,,,3,Associatie van Duindoorn en Liguster,Hippophao-Ligustretum,Hippophao-Ligustretum,2018 vervalt,zie nieuwe klasse Salicetea arenariae,,
37B3,2000,,r40Ac01,37Ac03,,ja,,,3,Associatie van Wegedoorn en Eenstijlige meidoorn,Rhamno-Crataegetum,Rhamno-Crataegetum,,,,
37B-a,2002,,r46Aa03a,43Aa03a,,ja,"37B-a,43-j",43-j,3,,,RG Betula pubescens-Calamagrostis epigejos-[Berberidion/Querco-Fagetea],2018 naam aangepast,,,
37B-b,2000,,r46Aa03b,43Aa03b,,ja,"37B-b,43B-b",43B-b,3,RG Z.berk-Duinriet-Watermunt-[Ligust.v/V.Els+Es],RG Betula pub-Calamagr.ep-Mentha aq-[Berb/C-Aln],RG Betula pubescens-Calamagrostis epigejos-Mentha aquatica-[Berberidion vulgaris/Circaeo-Alnion],2018 naam aangepast,,,
37B-c,2000,2018,,,,ja,,,3,RG Duindoorn-Akkermelkdistel-[Liguster-verbond],RG Hippophae rhamn.-Sonchus arven.-[Berberidion],RG Hippophae rhamnoides-Sonchus arvensis-[Berberidion vulgaris],2018 vervalt,zie nieuwe klasse Salicetea arenariae,,
37B-d,2000,2018,,,,ja,,,3,RG Duindoorn-korstmossen-[Liguster-verbond],RG Hippophae rhamnoides-Cladonia-[Berberidion v],RG Hippophae rhamnoides-Cladonia-[Berberidion vulgaris],2018 vervalt,zie nieuwe klasse Salicetea arenariae,,
37B-e,2000,2018,,,,ja,,,3,RG Duindoorn-Duinriet-[Liguster-verbond],RG Hippophae rh.-Calamagrostis epi.[Berberidion],RG Hippophae rhamnoides-Calamagrostis epigejos-[Berberidion vulgaris],2018 vervalt,zie nieuwe klasse Salicetea arenariae,,
37B-f,2000,2018,,,,ja,,,3,RG Wilde liguster-[Liguster-verbond],RG Ligustrum vulgare-[Berberidion vulgaris],RG Ligustrum vulgare-[Berberidion vulgaris],2018 vervalt,zie nieuwe klasse Salicetea arenariae,,
37D,2018,,r40Ba,,,ja,,,,,,,2018 nieuw,,,
37D1,2018,,r40Ba01,,,ja,,,,,,,2018 nieuw,,,
37D1a,2018,,r40Ba01a,,,ja,,,,,,,2018 nieuw,,,
37D1b,2018,,r40Ba01b,,,ja,,,,,,,2018 nieuw,,,
37E,2018,,r40Bb,,,ja,,,,,,,2018 nieuw,,,
37E1,2018,,r40Bb01,,,ja,,,,,,,2018 nieuw,,,
37E1a,2018,,r40Bb01a,,,ja,,,,,,,2018 nieuw,,,
37E1b,2018,,r40Bb01b,,,ja,,,,,,,2018 nieuw,,,
37E1c,2018,,r40Bb01c,,,ja,,,,,,,2018 nieuw,,,
37E2,2018,,r40Bb02,,,ja,,,,,,,2018 nieuw,,,
37E3,2018,,r40Bb03,35Aa03,,ja,,,,,,,2018 nieuw,was 35A3,,
37-a,2000,,,,,nee,,,5,RG Gewone vlier-Brandnetel-[Kl. doornstruwelen],RG Sambucus nigra-Urtica dioica-[Rham.-Prunetea],RG Sambucus nigra-Urtica dioica-[Rhamno-Prunetea],,"SBB-type correspondeert deels met r38Ab01b; ander deel onduidelijk, mogelijk  RG klasse 40",,
37-b,2000,,r40Ab01,37Ab01,,ja,,,3,RG Eenst.meidoorn-Sleed.-Hondsroos[Kl.doornstr.],RG Crataegus m-Prunus s-Rosa c-[Rhamno-Prunetea],RG Crataegus monogyna-Prunus spinosa-Rosa canina-[Rhamno-Prunetea],,,,
37-b,2000,,r40Ab01a,37Ab01a,,ja,,,3,RG Eenst.meidoorn-Sleed.-Hondsroos[Kl.doornstr.],RG Crataegus m-Prunus s-Rosa c-[Rhamno-Prunetea],RG Crataegus monogyna-Prunus spinosa-Rosa canina-[Rhamno-Prunetea],,,,
37-b,2000,,r40Ab01c,37Ab01c,,ja,,,3,RG Eenst.meidoorn-Sleed.-Hondsroos[Kl.doornstr.],RG Crataegus m-Prunus s-Rosa c-[Rhamno-Prunetea],RG Crataegus monogyna-Prunus spinosa-Rosa canina-[Rhamno-Prunetea],,,,
37-c,2000,,r40Ab01,37Ab01,,ja,,,3,RG W.kardinaalsm.-Weged.-R.kornoel.[Kl.doornst.],RG Evonymus e-Rhamnus c-Cornus s-[Rha.-Prunetea],RG Evonymus europaeus-Rhamnus catharticus-Cornus sanguinea-[Rhamno-Prunetea],,,,
37-d,2000,,r40Ab01d,37Ab01d,,ja,,,3,RG Bosrank-[Klasse der doornstruwelen],RG Clematis vitalba-[Rhamno-Prunetea],RG Clematis vitalba-[Rhamno-Prunetea],,deels corresponderend met r40Ac03,,
37-d,2000,,r40Ac03,37Ac05,,ja,,,3,RG Bosrank-[Klasse der doornstruwelen],RG Clematis vitalba-[Rhamno-Prunetea],RG Clematis vitalba-[Rhamno-Prunetea],,deels corresponderend met r40Ab01d,,
37-e,2000,2018,r40Aa03,,,ja,,,3,RG Koebraam-[Klasse der doornstruwelen],RG Rubus ulmifolius-[Rhamno-Prunetea],RG Rubus ulmifolius-[Rhamno-Prunetea],2018 vervalt,deels corresponderend; niet bekend als bosrand,,
37-e,2000,2018,r40Ab01b,37Ab01b,,ja,,,3,RG Koebraam-[Klasse der doornstruwelen],RG Rubus ulmifolius-[Rhamno-Prunetea],RG Rubus ulmifolius-[Rhamno-Prunetea],,deels corresponderend,,
37-f,2000,,r40Ac02,37Ac04,,ja,,,3,RG Rozen-Liguster-[Klasse der doornstruwelen],RG Rosa spec-Ligustrum vulgare-[Rhamno-Prunetea],RG Rosa-Ligustrum vulgare-[Rhamno-Prunetea],2018 naam aangepast,,,
37-g,2002,,r40Ac01,37Ac03,,ja,"17A-a,37-g",17A-a,3,RG Dauwbraam-[Marjolein-vb./Kl. doornstruwelen],RG Rubus caesius-[Trifolion medii/Rham-Prunetea],RG Rubus caesius-[Trifolion medii/Rhamno-Prunetea],,"deels corresponderend, mogelijk deels ook met r40Aa3",,
38,2000,,r41,,,ja,,,,KLASSE DER WILGENVLOEDBOSSEN EN -STRUWELEN,Salicetea purpureae,Salicetea purpureae,,,,
38A,2000,,r41Aa,38Aa,,ja,,,,Wilgen-verbond,Salicion albae,Salicion albae,,,,
38A1,2000,,r41Aa01,38Aa01,,ja,,,,Bijvoet-ooibos,Artemisio-Salicetum albae,Artemisio-Salicetum albae,,,,
38A1a,2000,,r41Aa01a,38Aa01a,,ja,,,5,"Bijvoet-ooibos, subassociatie v Zwarte populier",Artemisio-Salicetum populetosum nigrae,Artemisio-Salicetum populetosum nigrae,,,,
38A1b,2000,,r41Aa01b,38Aa01b,,ja,,,5,"Bijvoet-ooibos, subassociatie van Fioringras",Artemisio-Salicetum agrostietosum stoloniferae,Artemisio-Salicetum agrostietosum stoloniferae,,,,
38A2,2000,,r41Aa02,38Aa02,,ja,,,,Lissen-ooibos,Irido-Salicetum albae,Irido-Salicetum albae,,,,
38A2a,2000,,r41Aa02a,38Aa02a,,ja,,,3,"Lissen-ooibos, subassociatie van Watermunt",Irido-Salicetum menthetosum,Irido-Salicetum menthetosum,,,,
38A2b,2000,,r41Aa02b,38Aa02b,,ja,,,5,"Lissen-ooibos, subassoc. v Grote vossenstaart",Irido-Salicetum alopecuretosum pratensis,Irido-Salicetum alopecuretosum pratensis,,,,
38A3,2000,,r41Aa03,38Aa03,,ja,,,,Veldkers-ooibos,Cardamino amarae-Salicetum albae,Cardamino amarae-Salicetum albae,,,,
38A3a,2000,,r41Aa03a,38Aa03a,,ja,,,4,"Veldkers-ooibos, subassociatie van Fluitekruid",Cardamino amarae-Salicetum anthriscetosum,Cardamino amarae-Salicetum anthriscetosum,,,,
38A3b,2000,,r41Aa03b,38Aa03b,,ja,,,3,"Veldkers-ooibos, subassoc. v Grote waterweegbree",Cardamino amarae-Salicetum alismatetosum,Cardamino amarae-Salicetum alismatetosum,,,,
38A3c,2000,,r41Aa03c,38Aa03c,,ja,,,4,"Veldkers-ooibos, subassoc. v Grote brandnetel",Cardamino amarae-Salicetum urticetosum,Cardamino amarae-Salicetum urticetosum,,,,
38A3d,2000,,r41Aa03d,38Aa03d,,ja,,,4,"Veldkers-ooibos, soortenarme subassociatie",Cardamino amarae-Salicetum inops,Cardamino amarae-Salicetum inops,,,,
38A-a,2000,,r41RG01,38RG01,38RG01,ja,,,5,RG Grote brandnetel-[Wilgen-verbond],RG Urtica dioica-[Salicion albae],RG Urtica dioica-[Salicion albae],,,,
38-a,2018,,r46RG06,,43RG06,ja,,,,,,,2018 naam aangepast,,,
38A/a,2000,,r41DG01,38DG01,38DG01,ja,,,5,DG Reuzenbalsemien-[Wilgen-verbond],DG Impatiens glandulifera-[Salicion albae],DG Impatiens glandulifera-[Salicion albae],,,,
39,2000,,r42,,,ja,,,,KLASSE DER ELZENBROEKBOSSEN,Alnetea glutinosae,Alnetea glutinosae,,,,
39A,2000,,r42Aa,39Aa,,ja,,,,Elzen-verbond,Alnion glutinosae,Alnion glutinosae,,,,
39A1,2000,,r42Aa01,39Aa01,,ja,,,,Moerasvaren-elzenbroek,Thelypterido-Alnetum,Thelypterido-Alnetum,,,,
39A1a,2000,,r42Aa01a,39Aa01a,,ja,,,3,"Moerasvaren-elzenbroek, typische subassociatie",Thelypterido-Alnetum typicum,Thelypterido-Alnetum typicum,,,,
39A1b,2000,,r42Aa01b,39Aa01b,,ja,,,3,"Moerasvaren-elzenbroek, Veenmosrijke subassoc.",Thelypterido-Alnetum sphagnetosum,Thelypterido-Alnetum sphagnetosum,,,,
39A1c,2000,,r42Aa01c,39Aa01c,,ja,,,3,"Moerasvaren-elzenbroek, subassoc. v Oeverzegge",Thelypterido-Alnetum caricetosum ripariae,Thelypterido-Alnetum caricetosum ripariae,,,,
39A2,2000,,r42Aa02,39Aa02,,ja,,,,Elzenzegge-elzenbroek,Carici elongatae-Alnetum,Carici elongatae-Alnetum,,,,
39A2a,2000,,r42Aa02a,39Aa02a,,ja,,,1,"Elzenzegge-elzenbroek, typische subassociatie",Carici elongatae-Alnetum typicum,Carici elongatae-Alnetum typicum,,,,
39A2b,2000,,r42Aa02b,39Aa02b,,ja,,,1,"Elzenzegge-elzenbroek, subass. Bittere veldkers",Carici elongatae-Alnetum cardaminetosum amarae,Carici elongatae-Alnetum cardaminetosum amarae,,,,
39A2c,2000,,r42Aa02c,39Aa02c,,ja,,,3,"Elzenzegge-elzenbroek, subassoc. v Zwarte bes",Carici elongatae-Alnetum ribetosum nigrae,Carici elongatae-Alnetum ribetosum nigrae,,,,
39A2d,2000,,r42Aa02d,39Aa02d,,ja,,,3,"Elzenzegge-elzenbroek, subassociatie v Framboos",Carici elongatae-Alnetum rubetosum idaei,Carici elongatae-Alnetum rubetosum idaei,,,,
39A2e,2000,,r42Aa02e,39Aa02e,,ja,,,3,"Elzenzegge-elzenbroek, subassociatie v Zompzegge",Carici elongatae-Alnetum caricetosum curtae,Carici elongatae-Alnetum caricetosum curtae,,,,
39A-a,2000,,r42RG01,39RG01,39RG01,ja,,,3,RG Hennegras-[Elzen-verbond],RG Calamagrostis canescens-[Alnion glutinosae],RG Calamagrostis canescens-[Alnion glutinosae],,,,
39A-b,2000,,r42RG02,39RG02,39RG02,ja,,,3,RG Gewone braam-[Elzen-verbond],RG Rubus fruticosus-[Alnion glutinosae],RG Rubus fruticosus-[Alnion glutinosae],naam aangepast,,,
39A-c,2000,,r42RG03,39RG03,39RG03,ja,,,3,RG Moeraszegge-[Elzen-verbond],RG Carex acutiformis-[Alnion glutinosae],RG Carex acutiformis-[Alnion glutinosae],,,,
39A-d,2000,,r42RG04,39RG04,39RG04,ja,,,5,RG Grote brandnetel-[Elzen-verbond],RG Urtica dioica-[Alnion glutinosae],RG Urtica dioica-[Alnion glutinosae],,,,
39A-e,2000,,r42RG05,,,ja,,,3,RG Brede stekelvaren-[Elzen-verbond],RG Dryopteris dilatata-[Alnion glutinosae],RG Dryopteris dilatata-[Alnion glutinosae],,,,
39A-f,2000,,r43Aa02a,40Aa02a,41DG01,ja,,,4,RG Zachte berk-[Elzen-verbond],RG Betula pubescens-[Alnion glutinosae],RG Betula pubescens-[Alnion glutinosae],,,,
40,2002,,r43,,,ja,,,,KLASSE DER BERKENBROEKBOSSEN,Vaccinio-Betuletea pubescentis,Vaccinio-Betuletea pubescentis,,,,
40A,2000,,r43Aa,40Aa,,ja,,,,Verbond der berkenbroekbossen,Betulion pubescentis,Betulion pubescentis,,,,
40A1,2000,,r43Aa01,40Aa01,,ja,,,,Dophei-berkenbroek,Erico-Betuletum pubescentis,Erico-Betuletum pubescentis,,,,
40A1a,2000,,r43Aa01a,40Aa01a,,ja,,,3,"Dophei-berkenbroek, subass. v Eenarig wollegras",Erico-Betuletum eriophoretosum vaginati,Erico-Betuletum eriophoretosum vaginati,,,,
40A1b,2000,,r43Aa01b,40Aa01b,,ja,,,3,"Dophei-berkenbroek, subassociatie van Struikhei",Erico-Betuletum callunetosum,Erico-Betuletum callunetosum,,,,
40A-b,2000,,r43Aa01c,40Aa01c,,ja,,,3,RG Pijpestrootje-[Verbond der berkenbroekbossen],RG Molinia caerulea-[Betulion pubescentis],RG Molinia caerulea-[Betulion pubescentis],,,,
,,,r43Aa02,40Aa02,,ja,,,,,,,niet in SBB-typologie,"Definiering associatie dubieus, subassociaties opgevat als rompen",,
40A2,2000,,r43Aa02b,40Aa02b,,ja,,,3,Zompzegge-berkenbroek,Carici curtae-Betuletum pubescentis,Carici curtae-Betuletum pubescentis,,,,
40A-a,2000,,r43RG01,40RG01,40RG01,ja,"36A-b,40A-a",36A-b,3,RG Wilde gagel-[Verbond der berkenbroekbossen],RG Myrica gale-[Betulion pubescentis],RG Myrica gale-[Salicion cinereae/Betulion pubescentis],,,,
40A-b,2000,,r43RG02,40RG02,40RG02,ja,,,3,RG Pijpestrootje-[Verbond der berkenbroekbossen],RG Molinia caerulea-[Betulion pubescentis],RG Molinia caerulea-[Betulion pubescentis],,,,
40A-c,2000,,r43RG03,40RG03,40RG03,ja,,,5,RG Gewone braam-[Verbond der berkenbroekbossen],RG Rubus fruticosus s.l.-[Betulion pubescentis],RG Rubus fruticosus-[Betulion pubescentis],naam aangepast,,,
40A-d,2000,,,,,nee,,,3,RG Kraaihei-[Verbond der berkenbroekbossen],RG Empetrum nigrum-[Betulion pubescentis],RG Empetrum nigrum-[Betulion pubescentis],,RG is gebaseerd op 4 opnamen die onderling behoorlijk verschillen; 3 van de 4 betreffen opslag Betula in moerasheide; 4e opname betreft r43Aa01,,
40A/a,2000,,r43DG01,40DG01,40DG01,ja,,,5,DG Zwarte appelbes-[Verbond d berkenbroekbossen],DG Aronia x prunifolia-[Betulion pubescentis],DG Aronia x prunifolia-[Betulion pubescentis],,,,
41,2000,,r44,,,ja,,,,KLASSE DER NAALDBOSSEN,Vaccinio-Piceetea,Vaccinio-Piceetea,,,,
41A,2000,,r44Aa,41Aa,,ja,,,,Verbond der naaldbossen,Dicrano-Pinion,Dicrano-Pinion,"Merkwaardige oplossing, een struweel verbond in een bosklasse, waarom niet in Rhamno-Prunetea???",,,
41A1,2000,,r44Aa01,41Aa01,,ja,,,,Gaffeltandmos-jeneverbesstruweel,Dicrano-Juniperetum,Dicrano-Juniperetum,,,,
