code_sbb,sbb_wetnaam,sbb_beginjaar,sbb_eindjaar,code_rvvn_2018,vvn_wetnaam,code_vvn_1998,code_veldgids_2015,vvbh,kov_codes,kov_verbonden,sbb_nednaam_voor_2019,sbb_wetnaam_kort_voor_2019,sbb_wetnaam_voor_2019,opmerking_piet_schipper_2018,opmerking_john_jansen_2018,opmerking_code_rvvn_2018,opmerking_code_vvn_1998,opmerking_code_veldgids_2015
16B-e,RG Carex disticha-Juncus subnodulosus-[Calthion palustris],1998,,r16RG02,RG Carex disticha-[Calthion palustris],16RG06,16RG02,2,,,RG Tweerijige zegge-Padderus-[Dotterbloem-verb.],RG Carex disticha-Juncus subnodulosus-[Calthion],RG Carex disticha-Juncus subnodulosus-[Calthion palustris],,,,,
16B-f,RG Equisetum telmateia-[Calthion palustris/Filupendulion],2002,,r33RG01,RG Equisetum telmateia-[Filipendulion],,,2,"16B-f,32A-a",32A-a,RG Reuzenpaardenst.-[Dotter-vb/ Moerasspirea-vb],RG Equisetum telmateia-[Calthion/Filipendulion],RG Equisetum telmateia-[Calthion palustris/Filipendulion],,,,,
16B-g,RG Juncus subnodulosus-[Calthion palustris],2018,,r16RG04,RG Juncus subnodulosus-[Calthion palustris],,16RG04,,,,,,,2018 nieuw,Voorheen wsl. als VVN 16AB03a of 16Ab04b opgevat,,,
16B/a,DG Phragmites australis-Phalaris arundinacea-[Calthion palustris],1998,,r16Ab02a,Lychnido-Hypericetum typicum,16Ab03a,,4,,,DG Riet-Rietgras-[Dotterbloem-verbond],DG Phragmites-Phalaris arundinacea-[Calthion p.],DG Phragmites australis-Phalaris arundinacea-[Calthion palustris],,Let op 16B vertaling naar 7230,,,
16B/b,DG Glyceria fluitans-[Calthion palustris],1998,,r08RG03,RG Glyceria fluitans-[Nasturtio-Glycerietalia],08RG05,,4,,,DG Mannagras-[Dotterbloem-verbond],DG Glyceria fluitans-[Calthion palustris],DG Glyceria fluitans-[Calthion palustris],,RG wordt afgedekt door Lolio-Potentillion element uit r08RG03,,,
16B/c,DG Glyceria maxima-[Calthion palustris],1998,,r16RG10,RG Glyceria maxima-[Alopecurion pratensis/Lolio-Potentillion anserinae],,16RG10,4,,,DG Liesgras-[Dotterbloem-verbond],DG Glyceria maxima-[Calthion palustris],DG Glyceria maxima-[Calthion palustris],,,,,
16B/d,DG Calamagrostis canescens-[Caltion palustris],1998,2000,,,,,,,,,,,,,,,
16C,Arrhenatherion elatioris,1998,,r16Bb,Arrhenatherion elatioris,16Bb,,,,,Glanshaver-verbond,Arrhenatherion elatioris,Arrhenatherion elatioris,inclusief Alopecurion en Cynosurion,,,,
,,,,r16Ba,Alopecurion pratensis,16Ba,,,,,,,,niet in SBB-typologie,,,,
,,,,r16Bc,Cynosurion cristati,16Bc,,,,,,,,niet in SBB-typologie,,,,
16C1,Fritillario-Alopecuretum pratensis,1998,,r16Ba01,Fritillario-Alopecuretum pratensis,16Ba01,,,,,Kievitsbloem associatie,Fritillario-Alopecuretum pratensis,Fritillario-Alopecuretum pratensis,,,,,
16C1a,Fritillario-Alopecuretum typicum,1998,,r16Ba01a,Fritillario-Alopecuretum cynosuretosum,16Ba01a,,1,,,"Kievitsbloem associatie, typische subassociatie",Fritillario-Alopecuretum typicum,Fritillario-Alopecuretum typicum,,,,,
16C1a,Fritillario-Alopecuretum typicum,1998,,r16Ba01b,Fritillario-Alopecuretum typicum,16Ba01b,,1,,,"Kievitsbloem associatie, typische subassociatie",Fritillario-Alopecuretum typicum,Fritillario-Alopecuretum typicum,,,,,
16C1b,Fritillario-Alopecuretum calthetosum,1998,,r16Ba01c,Fritillario-Alopecuretum calthetosum,16Ba01c,,1,,,"Kievitsbloem associatie, subassoc. v Dotterbloem",Fritillario-Alopecuretum calthetosum,Fritillario-Alopecuretum calthetosum,,,,,
16C2,Sanguisorbo-Silaetum,1998,,r16Ba02,Sanguisorbo-Silaetum,16Ba02,,1,,,Gemeenschap van Grote pimpernel en Weidekervel,Sanguisorbo-Silaetum,Sanguisorbo-Silaetum,,,,,
16C3,Arrhenatheretum elatioris,1998,,r16Bb01,Arrhenatheretum elatioris,16Bb01,,,,,Glanshaver-associatie,Arrhenatheretum elatioris,Arrhenatheretum elatioris,,,,,
16C3a,Arrhenatheretum typicum,1998,,r16Bb01a,Arrhenatheretum typicum,16Bb01a,,3,,,"Glanshaver-associatie, typische subassociatie",Arrhenatheretum typicum,Arrhenatheretum typicum,,,,,
16C3b,Arrhenatheretum crepidetosum biennis,1998,,r16Bb01b,Arrhenatheretum festucetosum arundinaceae,16Bb01b,,1,,,"Glanshaver-associatie, subass. Groot streepzaad",Arrhenatheretum crepidetosum biennis,Arrhenatheretum crepidetosum biennis,,,,,
16C3c,Arrhenatheretum luzuletosum campestris,1998,,r16Bb01c,Arrhenatheretum luzuletosum campestris,16Bb01c,,1,,,"Glanshaver-associatie, subass. v Gewone veldbies",Arrhenatheretum luzuletosum campestris,Arrhenatheretum luzuletosum campestris,,,,,
16C3d,Arrhenatheretum medicaginetosum falcatae,1998,,r16Bb01d,Arrhenatheretum medicaginetosum falcatae,16Bb01d,,1,,,"Glanshaver-associatie, subassoc. v Sikkelklaver",Arrhenatheretum medicaginetosum falcatae,Arrhenatheretum medicaginetosum falcatae,,,,,
16C3e,Arrhenatheretum scabiosetosum columbariae,1998,,r16Bb01d,Arrhenatheretum medicaginetosum falcatae,16Bb01d,,1,,,"Glanshaver-associatie, subassociatie v Duifkruid",Arrhenatheretum scabiosetosum columbariae,Arrhenatheretum scabiosetosum columbariae,,,,,
16C4,Lolio-Cynosuretum,1998,,r16Bc01,Lolio-Cynosuretum,16Bc01,,,,,Kamgrasweide,Lolio-Cynosuretum,Lolio-Cynosuretum,,,,,
16C4a,Lolio-Cynosuretum typicum,1998,,r16Bc01a,Lolio-Cynosuretum typicum,16Bc01a,,3,,,"Kamgrasweide, typische subassociatie",Lolio-Cynosuretum typicum,Lolio-Cynosuretum typicum,,,,,
16C4b,Lolio-Cynosuretum ononietosum,1998,,r16Bc01d,Lolio-Cynosuretum plantaginetosum mediae,16Bc01d,,1,,,"Kamgrasweide, subassociatie van Kattedoorn",Lolio-Cynosuretum ononietosum,Lolio-Cynosuretum ononietosum,,,,,
16C4c,Lolio-Cynosuretum luzuletosum campestris,1998,,r16Bc01d,Lolio-Cynosuretum plantaginetosum mediae,16Bc01d,,1,,,"Kamgrasweide, subassociatie van Veldbies",Lolio-Cynosuretum luzuletosum campestris,Lolio-Cynosuretum luzuletosum campestris,,,,,
16C4d,Lolio-Cynosuretum medicaginetosum falcatae,1998,,r16Bc01d,Lolio-Cynosuretum plantaginetosum mediae,16Bc01d,,1,,,"Kamgrasweide, subassociatie van Sikkelklaver",Lolio-Cynosuretum medicaginetosum falcatae,Lolio-Cynosuretum medicaginetosum falcatae,,,,,
16C4e,Lolio-Cynosuretum cirsietosum acaulae,1998,,r16Bc02,Galio-Trifolietum,16Bc02,,1,,,"Kamgrasweide, subassociatie van aarddistel",Lolio-Cynosuretum cirsietosum acaulae,Lolio-Cynosuretum cirsietosum acaulae,,,,,
16C4f,Lolio-Cynosuretum ranunculetosum sardoui,1998,,r16Bc01c,Lolio-Cynosuretum hordeetosum,16Bc01c,,3,,,"Kamgrasweide, subass Veldgerst en Behaar.boterbl",Lolio-Cynosuretum ranunculetosum sardoui,Lolio-Cynosuretum ranunculetosum sardoui,,,,,
16C-a,RG Senecio erucifolius-Picris hieracioides-Arrhenatherum elatius-[Arrhenatherion elatioris],1998,,r16Bb01b,Arrhenatheretum festucetosum arundinaceae,16Bb01b,,3,,,RG Viltig kruiskr.-Bitterkr.-Glansh.[Glansh.-v.],RG Senecio-Picris-Arrhenatherum-[Arrhenatherion],RG Senecio erucifolius-Picris hieracioides-Arrhenatherum elatius-[Arrhenatherion elatioris],,,,,
16C-b,RG Bromus racemosus subsp. racemosus-[Arrhenatherion elatioris],1998,,r16RG09,RG Bromus racemosus-[Alopecurion pratensis],,16RG09,3,,,RG Velddravik-[Glanshaver-verbond],RG Bromus racemosus racemosus-[Arrhenatherion],RG Bromus racemosus subsp. racemosus-[Arrhenatherion elatioris],,,,,
16C-c,RG Ornithogalum umbellatum-Allium vineale-Ranunculus ficaria-[Arrhenatherion elatioris],1998,,r16RG16,RG Gagea pratensis-[Arrhenatheretalia],16RG07,16RG16,3,,,RG Vogelmelk-W.geelster-Speenkr.-[Glanshaver-v.],RG Ornithogalum-Allium-Ranunc.-[Arrhenatherion],RG Ornithogalum umbellatum-Allium vineale-Ranunculus ficaria-[Arrhenatherion elatioris],,,,,
16C-d,RG Alopecurus pratensis-Lychnis flos-cuculi-[Arrhenatherion elatioris],1998,,r16RG11,RG Alopecurus pratensis-Silene flos-cuculi-[Alopecurion pratensis/Calthion palustris],16RG08,16RG11,3,,,RG Grote vossest.-Echte Koekoeksbl.-[Glansh.-v.],RG Alopecurus prat.-Lychnis f.c-[Arrhenatherion],RG Alopecurus pratensis-Lychnis flos-cuculi-[Arrhenatherion elatioris],,,,,
16C-e,RG Hieracium lactucella-[Plantagini-Festucion/Arrhenatherion elatioris],1998,,r16RG13,RG Hieracium lactucella-[Cynosurion/Plantagini-Festucion],16RG12,,3,"14D-b,16C-e",14D-b,RG Spits havikskruid-[V.Gw.struisg/Glanshaver-v],RG Hieracium lact-[Pla-Festucion/Arrhenatherion],RG Hieracium lactucella-[Plantagini-Festucion/Arrhenatherion elatioris],,,,,
16C-f,RG Dactylis glomerata-Arrhenatherum elatius-[Arrhenatherion elatioris],1998,,r16RG18,RG Arrhenatherum elatius-[Arrhenatheretalia],,16RG18,3,,,RG Glanshaver-Kropaar-[Glanshaver-verbond],RG Dactylis glom-Arrhenatherum-[Arrhenatherion],RG Dactylis glomerata-Arrhenatherum elatius-[Arrhenatherion elatioris],,,,,
16C-g,RG Bromus hordeaceus-[Arrhenatherion elatioris],1998,,r16RG19,RG Bromus hordeaceus-[Arrhenatheretalia],,16RG19,3,,,RG Zachte dravik-[Glanshaver-verbond],RG Bromus hordeaceus-[Arrhenatherion elatioris],RG Bromus hordeaceus-[Arrhenatherion elatioris],,,,,
16C-h,RG Festuca arundinacea-Arrhenatherum elatius-[Arrhenatherion elatioris],1998,,r16Bb01b,Arrhenatheretum festucetosum arundinaceae,16Bb01b,,3,,,RG Rietzwenkgras-Glanshaver-[Glanshaver-verbond],RG Festuca arund.-Arrhenatherum-[Arrhenatherion],RG Festuca arundinacea-Arrhenatherum elatius-[Arrhenatherion elatioris],,,,,
16C-i,RG Hordeum secalinum-Alopecurus pratensis-[Arrhenatherion elatioris],1998,,r16RG12,RG Alopecurus pratensis-Hordeum secalinum-[Alopecurion/Cynosurion],16RG10,16RG12,3,,,RG Veldgerst-Grote vossestaart-[Glanshaver-verb],RG Hordeum sec.-Alopecurus prat.[Arrhenatherion],RG Hordeum secalinum-Alopecurus pratensis-[Arrhenatherion elatioris],,,,,
16C-j,RG Alopecurus pratensis-Elymus repens-[Arrhenatherion elatioris],1998,,r16RG15,RG Elytrigia repens-Alopecurus pratensis-[Arrhenatheretalia],16RG09,16RG15,4,,,RG Grote vossestaart-Kweek-[Glanshaver-verbond],RG Alopecurus prat.-Elymus rep.-[Arrhenatherion],RG Alopecurus pratensis-Elymus repens-[Arrhenatherion elatioris],,,,,
16C-k,RG Heracleum sphondylium-Anthriscus sylvestris-Alopecurus pratensis-[Arrhenatherion elatioris],1998,,r16RG17,RG Anthriscus sylvestris-[Arrhenatheretalia],16RG11,,5,,,RG Bereklauw-Fluitekr.-Gr.vossest.[Glansh.-vb.],RG Heracleum-Anthriscus-Alopecurus-[Arrhenathe.],RG Heracleum sphondylium-Anthriscus sylvestris-Alopecurus pratensis-[Arrhenatherion elatioris],,,,,
16C-l,RG Primula veris-[Arrhenatherion elatioris],2002,,,Arrhenatheretum elatioris,16Bb01,,3,,,RG Gulden sleutelbloem-[Glanshaver-verbond],RG Primula veris-[Arrhenatherion elatioris],RG Primula veris-[Arrhenatherion elatioris],t.b.v. habitat vertaling relatie met r16Bb01 of r16Bc02,"Slechts 13 opnames met veel dubbele en divers: betreft r16Bb01, r16Bc01 en r16Bc02",,,
16C-m,RG Alopecurus pratensis-Poa trivialis-[Arrhenatherion elatioris],2003,,r16RG11,RG Alopecurus pratensis-Silene flos-cuculi-[Alopecurion pratensis/Calthion palustris],16RG08,,4,,,RG Grote vossenstaart-Ruw beemdgras-[Glansh.-vb],RG Alopecurus pratensis-Poa trivialis-[Arrhena.],RG Alopecurus pratensis-Poa trivialis-[Arrhenatherion elatioris],,,,,
16-a,RG Holcus lanatus-Lychnis flos-cuculi-[Molinio-Arrhenatheretea],1998,,r16RG07,RG Holcus lanatus-Silene flos-cuculi-[Molinietalia],16RG02,16RG07,3,,,RG Gestr.witbol-E.Koekoeksbl.-[Kl.vocht.grasl.],RG Holcus lan.- Lychnis flos-cuculi-[Molin-Arrh],RG Holcus lanatus-Lychnis flos-cuculi-[Molinio-Arrhenatheretea],,,,,
16-b,RG Juncus acutiflorus-[Molinio-Arrhenatheretea],1998,,r16RG28,RG Juncus acutiflorus-[Molinietalia],,,3,,,RG Veldrus-[Klasse der vochtige graslanden],RG Juncus acutiflorus-[Molinio-Arrhenatheretea],RG Juncus acutiflorus-[Molinio-Arrhenatheretea],,,,,
16-c,RG Viola calaminaria-[Plantagini-Festucion/Molinio-Arrhenatheretea],1998,,r14Bb01c,Festuco-Thymetum violetosum calaminariae,14Bb01c,,3,"14D-c,16-c",14D-c,RG Zinkviooltje-[Vb.Gw.struisgr/Kl.vocht.grasl],RG Viola calaminaria-[Plant-Festucion/Mol-Arrh],RG Viola calaminaria-[Plantagini-Festucion/Molinio-Arrhenatheretea],,,,,
16-d,RG Agrostis canina-Ranunculus repens-[Lolio-Potentillion anserinae/Molinio-Arrhenatheretea],1998,,r12RG07,RG Agrostis canina-Ranunculus repens-[Lolio-Potentillion anserinae/Molinietalia],12RG05,,3,"12B-f,16-d",12B-f,RG M.struisgr.-Kr.boterbl.-[Z.sch.-v/K.vo.grasl],RG Agrostis can-Ranunc.rep-[Lol-Potent/Mol-Arrh],RG Agrostis canina-Ranunculus repens-[Lolio-Potentillion anserinae/Molinio-Arrhenatheretea],,,,,
16-e,RG Deschampsia cespitosa-Alopecurus geniculatus-[Lolio-Potentillion anserinae/Molinio-Arrhenatheretea],2000,,r16RG25,RG Deschampsia cespitosa-[Molinio-Arrhenatheretea],,,3,"12B-g,16-e",12B-g,RG R.smele-Gekn.vossest.-[Zil.sch.-vb/K.vo.gras],RG Deschamp.ces-Alopecu.gen-[Lo-Potent/Mol-Arrh],RG Deschampsia cespitosa-Alopecurus geniculatus-[Lolio-Potentillion anserinae/Molinio-Arrhenatheretea],,,,,
16-f,RG Cynosurus cristatus-Festuca rubra-Lotus uliginosus-[Molinio-Arrhenatheretea],1998,,r16Bc01b,Lolio-Cynosuretum lotetosum uliginosi,16Bc01b,,3,,,RG Kamgr.-R.zwenk.-Moerasrolkl.[Kl.vocht.grasl.],RG Cynosurus-Festuca rubra-Lotus ulig.[Mol-Arrh],RG Cynosurus cristatus-Festuca rubra-Lotus uliginosus-[Molinio-Arrhenatheretea],,onderzoeken of er een vochtige (loss/klei) en nattere variant (veen) te onderscheiden zijn,,,
16-f,RG Cynosurus cristatus-Festuca rubra-Lotus uliginosus-[Molinio-Arrhenatheretea],1998,,r16RG05,RG Festuca rubra-Lotus pedunculatus-[Calthion palustris],16RG03,16RG05,3,,,RG Kamgr.-R.zwenk.-Moerasrolkl.[Kl.vocht.grasl.],RG Cynosurus-Festuca rubra-Lotus ulig.[Mol-Arrh],RG Cynosurus cristatus-Festuca rubra-Lotus uliginosus-[Molinio-Arrhenatheretea],,onderzoeken of er een vochtige (loss/klei) en nattere variant (veen) te onderscheiden zijn,,,
16-g,RG Plantago lanceolata-Ranunculus repens-Festuca rubra-[Molinio-Arrhenatheretea],1998,,r14RG20,RG Plantago lanceolata-[Koelerio-Corynephoretea/Arrhenatheretalia],,14RG20,3,,,RG S.weegbr.-Kruip.boterb.-R.zwenk.[Kl.v.grasl.],RG Plantago-Ranunculus rep-Festuca ru-[Mol-Arrh],RG Plantago lanceolata-Ranunculus repens-Festuca rubra-[Molinio-Arrhenatheretea],,,,,
16-h,RG Juncus gerardi-Festuca rubra-[Molinio-Arrhenatheretea],1998,,r16Bc01c,Lolio-Cynosuretum hordeetosum,16Bc01c,,3,,,RG Zilte rus en R. zwenkgr.-[Kl. vochtige grasl],RG Juncus gerardi-Festuca rubra-[Molinio-Arrhen],RG Juncus gerardi-Festuca rubra-[Molinio-Arrhenatheretea],,"Betreft deels opnamen r16Bc01c, deels r27Ac01b",,,
16-i,RG Agrostis capillaris-Hypochaeris radicata-[Koelerio-Corynephoretea/Molinio-Arrhenatheretea],1998,,r14RG05,RG Agrostis capillaris-Hypochaeris radicata-[Trifolio-Festucetalia ovinae],14RG06,,3,"14-p,16-i",14-p,RG G.struisg-G.biggek-[K.dr.gras.zand/K.vo.gras],RG Agrostis cap-Hypochae.rad-[Koel-Cor/Mol-Arrh],RG Agrostis capillaris-Hypochaeris radicata-[Koelerio-Corynephoretea/Molinio-Arrhenatheretea],,,,,
16-j,RG Calamagrostis canescens-[Molinio-Arrhenatheretea],2000,,r33RG10,RG Calamagrostis canescens-[Filipenduletalia/Molinietalia],,32RG10,4,,,RG Hennegras-[Klasse der vochtige graslanden],RG Calamagrostis canescens-[Molinio-Arrhenathe.],RG Calamagrostis canescens-[Molinio-Arrhenatheretea],,,,,
16B/d,DG Calamagrostis canescens-[Calthion],1998,2000,,,,,,,,,,,wijziging in 2000; naam gewijzigd in naam van 16-j,,,,
16-k,RG Agrostis stolonifera-[Lolio-Potentillion anserinae/Molinio-Arrhenatheretea],2000,,r12RG01,RG Agrostis stolonifera-[Lolio-Potentillion anserinae],12RG03,,4,"12B-j,16-k",12B-j,RG Fioringras-[Zilverschoon-vb/Kl.vochtig.grasl],RG Agrostis stolonifera-[Lolio-Potent/Mol-Arrh],RG Agrostis stolonifera-[Lolio-Potentillion anserinae/Molinio-Arrhenatheretea],,,,,
16-l,RG Holcus lanatus-Festuca pratensis-Lolium perenne-[Molinio-Arrhenatheretea],1998,,r16RG23,RG Holcus lanatus-Lolium perenne-[Molinio-Arrhenatheretea],16RG01,16RG23,5,,,RG Gestr.witbol-B.langbl.-Eng.raai.[Kl.v.grasl.],RG Holcus lan.- Festuca prat.- Lolium-[Mol-Arrh],RG Holcus lanatus-Festuca pratensis-Lolium perenne-[Molinio-Arrhenatheretea],,,,,
16-m,RG Poa trivialis-Lolium perenne-[Plantaginetea majoris/Molinio-Arrhenatheretea],1998,,r12RG09,RG Poa trivialis-Lolium perenne-[Plantaginetea majoris/Cynosurion cristati],12RG01,,5,"12-a,16-m",12-a,RG Ruw beemdgras-Engels raai-[Weegb-k/K.vo.gras],RG Poa triv-Lolium per-[Plantaginetea/Mol-Arrh],RG Poa trivialis-Lolium perenne-[Plantaginetea majoris/Molinio-Arrhenatheretea],,,,,
16-n,RG Cichorium intybus-[Molinio-Arrhenatheretea/Artemisietea vulgaris],2000,,r32RG01,RG Cichorium intybus-[Agropyretalia repentis/Arrhenatheretalia],31RG08,,4,"16-n,31-h",31-h,RG Cichorei-[Klasse vocht. grasland/Bijvoet-kl.],RG Cichorium intybus-[Mol-Arrhenat/Artemisietea],RG Cichorium intybus-[Molinio-Arrhenatheretea/Artemisietea vulgaris],,,,,
16-o,RG Dipsacus fullonum-Elymus repens-[Molinio-Arrhenatheretea/Artemisietea vulgaris],2000,,r32RG02,RG Dipsacus fullonum-[Agropyretalia repentis/Arrhenatheretalia],31RG09,,4,"16-o,31-i",31-i,RG Grote kaardebol-Kweek-[Kl.vo.gras/Bijvoet-kl],RG Dipsacus f-Elymus rep-[Mol-Arrh/Artemisietea],RG Dipsacus fullonum-Elymus repens-[Molinio-Arrhenatheretea/Artemisietea vulgaris],,,,,
16-p,RG Sanguisorba officinalis-[Molinio-Arrhenatheretea],2005,,r16RG27,RG Sanguisorba officinalis-[Molinio-Arrhenatheretea],,16RG27,3,,,RG Grote pimpernel-[Kl. der vochtige graslanden],RG Sanguisorba officinalis-[Molinio-Arrhenath.],RG Sanguisorba officinalis-[Molinio-Arrhenatheretea],,,,,
16-q,RG Armeria maritima-[Koelerio-Corynephoretea/Molinio-Arrhenatheretea],2005,,r14Bb01,Festuco-Thymetum serpylli,14Bb01,,3,"14-q,16-q",14-q,RG Engels gras-[K.dr.grasl.zand./K.vocht.grasl.],RG Armeria maritima-[Koelerio-Coryn./Mol.-Arrh.],RG Armeria maritima-[Koelerio-Corynephoretea/Molinio-Arrhenatheretea],Meerdere gemeenschappen in deze ass onderscheiden,"Betreft grotendeels 14Bb01, maar dan geen duingrasland (Zuiderzeekust, Tuinwallen Texel)",,,
16-r,RG Juncus effusus-[Molinio-Arrhenatheretea],2003,,r16RG08,RG Juncus effusus-[Molinietalia/Lolio-Potentillion anserinae],16RG04,16RG08,5,"16-r,19-h",19-h,RG Pitrus-[Klasse der vochtige graslanden],RG Juncus effusus-[Molinio-Arrhenatheretea],RG Juncus effusus-[Molinio-Arrhenatheretea/Nardetea],,,,,
16/d,DG Juncus effusus-[Molinio-Arrhenatheretea],1998,2003,,,,,,,,,,,wijziging in 2003; naam vervalt en is vervangen door naam van 16-r,,,,
16-s,RG Phyteuma spicatum subsp. nigrum-[Molinio-Arrhenatheretea],2015,,r16RG03,RG Phyteuma spicatum subsp. nigrum-[Molinio-Arrhenatheretea],,16RG03,,,,DG Gr.brandnetel-Fluitekruid-[Kl. vocht.grasl.],DG Urtica dioica-Anthriscus sylv.-[Molinio-Arrh],RG Urtica dioica-Anthriscus sylvestris-[Molinio-Arrhenatheretea],2018 nieuw,Voorheen wsl. als VVN 16AB06 opgevat,,,
16-t,RG Juncus conglomeratus-[Parvocaricetea/Molinio-Arrhenatheretea],2018,,r16RG06,RG Juncus conglomeratus-[Calthion palustris/Caricion nigrae],,16RG06,,,,,,,2018 nieuw,Voorheen wsl. als VVN 16RG04 opgevat of als niet beschreven RG,,,
16-u,RG Jacobaea vulgaris-[Molinio-Arrhenatheretea],2018,,r16RG20,RG Jacobaea vulgaris-[Arrhenatheretalia],,16RG20,,,,,,,2018 nieuw,"Voorheen wsl. als VVN 16Bb01, 16Bc01 of 14Ba01 opgevat",,,
16-v,RG Trifolium pratense-[Plantaginetea majoris/Molinio-Arrhenatheretea],2018,,r16RG21,RG Trifolium pratense-[Arrhenatheretalia/Plantaginetea majoris],,16RG21,,,,,,,2018 nieuw,Voorheen wsl. als VVN 16Bb01 opgevat,,,
16-w,RG Rhinanthus angustifolius-[Molinio-Arrhenatheretea],2018,,r16RG26,RG Rhinanthus angustifolius-[Molinio-Arrhenatheretea],,16RG26,,,,,,,2018 nieuw,Voorheen wsl. als VVN 16RG02 of 16Bc01b opgevat,,,
16-x,RG Anthoxanthum odoratum-[Molinio-Arrhenatheretea],2018,,r16RG24,RG Anthoxanthum odoratum-[Molinio-Arrhenatheretea],,16RG24,,,,,,,2018 nieuw,Voorheen wsl. als VVN 16RG01 of 16RG02 opgevat,,,
16-y,RG Potentilla reptans-[Plantaginetea majoris/Molinio-Arrhenatheretalia],2018,,r12RG10,RG Potentilla reptans-[Plantaginetea majoris/Molinio-Arrhenatheretalia],,12RG10,,,,,,,2018 nieuw,"Voorheen wsl. tot diverse gemeenschappen gerekend, o.a. 12Ba01, 16Bb01, 31Ca01, 31RG04",,,
16-z,RG Ranunculus acris-[Plantaginetea majoris/Molinio-Arrhenatheretea],2018,,r16RG14,RG Ranunculus acris-[Cynosurion cristati/Plantaginetea majoris],,16RG14,,,,,,,2018 nieuw,"Voorheen wsl. als VVN 16RG01 opgevat, mogelijk als 16RG02 of 16RG03",,,
16/a,DG Rumex obtusifolius-[Molinio-Arrhenatheretea],1998,,r34RG05,RG Rumex obtusifolius-[Galio-Urticetea/Plantaginetea majoris],,33RG05,5,,,DG Ridderzuring-[Klasse der vochtige graslanden],DG Rumex obtusifolius-[Molinio-Arrhenatheretea],DG Rumex obtusifolius-[Molinio-Arrhenatheretea],,2018 gesplits in grasland-derivaat (paardengraslandjes) en ruigte/overstromingsgrasland met Ridderzuring dominantie,,,
16/b,DG Cirsium arvense-[Molinio-Arrhenatheretea],1998,,r32RG08,RG Cirsium arvense-[Artemisietea vulgaris],31RG05,,5,,,DG Akkerdistel-[Klasse der vochtige graslanden],DG Cirsium arvense-[Molinio-Arrhenatheretea],DG Cirsium arvense-[Molinio-Arrhenatheretea],,,,,
16/c,DG Elymus repens-[Molinio-Arrhenatheretea],1998,,r32RG07,RG Elytrigia repens-[Artemisietea vulgaris],31RG04,31RG08,5,,,DG Kweek-[Klasse der vochtige graslanden],DG Elymus repens-[Molinio-Arrhenatheretea],DG Elymus repens-[Molinio-Arrhenatheretea],,,,,
16/e,DG Urtica dioica-Anthriscus sylvestris-[Molinio-Arrhenatheretea],1998,,r16RG17,RG Anthriscus sylvestris-[Arrhenatheretalia],16RG11,16RG17,,,,DG Gr.brandnetel-Fluitekruid-[Kl. vocht.grasl.],DG Urtica dioica-Anthriscus sylv.-[Molinio-Arrh],DG Urtica dioica-Anthriscus sylvestris-[Molinio-Arrhenatheretea],,,,,
16/f,DG Salix species-[Molinio-Arrhenatheretea],1998,2018,,,,,,,,DG Wilg-[Klasse der vochtige graslanden],DG Salix species-[Molinio-Arrhenatheretea],DG Salix cineria-Salix aurita-[Molinio-Arrhenatheretea],2018 vervalt,SBB-type heterogeen: betreft opslag in een andere gemeenschap (van klasse 9 of 16); deels gaat het echter om begroeiingen die te rekenen zijn tot het Salicion cinereae,Niet overgenomen in revisie VVN,,
16/i,DG Veronica filiformis-[Molinio-Arrhenatheretea],2018,,r16DG01,DG Veronica filiformis-[Cynosurion cristati],,16DG01,,,,,,,2018 nieuw,Voorheen wsl. als 16Bc01 opgevat,,,
16/g,DG Prunus spinosa-Rosa canina-[Molinio-Arrhenatheretea],1998,2018,r40Ab01,Pruno-Crataegetum,37Ab01,,3,,,DG Sleedoorn-Hondsroos-[Kl. vochtige graslanden],DG Prunus spinosa-Rosa canina-[Molinio-Arrhenat],DG Prunus spinosa-Rosa canina-[Molinio-Arrhenatheretea],2018 vervalt,Is heel anders dan SBB 14/f,,,
16/h,DG Rubus caesius-Rubus fruticosus s.l.-[Molinio-Arrhenatheretea],1998,2018,r40Aa01,Corno sanguineae-Rubetum vestiti,,,5,,,DG Dauwbraam-Gew.braam-[Kl. vochtige graslanden],DG Rubus caesius-R. fruticosus-[Molinio-Arrhena],DG Rubus caesius-Rubus fruticosus-[Molinio-Arrhenatheretea],2018 vervalt,,,,
16/h,DG Rubus caesius-Rubus fruticosus s.l.-[Molinio-Arrhenatheretea],1998,2018,r40Aa02,Pruno spinosae-Rubetum sprengelii,37Aa01,,5,,,DG Dauwbraam-Gew.braam-[Kl. vochtige graslanden],DG Rubus caesius-R. fruticosus-[Molinio-Arrhena],DG Rubus caesius-Rubus fruticosus-[Molinio-Arrhenatheretea],2018 vervalt,,,,
17,Trifolio-Geranietea sanguinei,1998,,r17,Trifolio-Geranietea sanguinei,,,,,,MARJOLEIN-KLASSE,Trifolio-Geranietea sanguinei,Trifolio-Geranietea sanguinei,,,,,
17A,Trifolion medii,1998,,r17Aa,Trifolion medii,17Aa,,,,,Marjolein-verbond,Trifolion medii,Trifolion medii,,,,,
17A1,Rubo-Origanetum,1998,,r17Aa01,Rubo-Origanetum,17Aa01,,3,,,Associatie van Dauwbraam en Marjolein,Rubo-Origanetum,Rubo-Origanetum,,let op: deze vertaling is nodig omdat SBB niet splitst; zie echter onderscheid a en b,,,
