code_sbb,sbb_wetnaam,sbb_beginjaar,sbb_eindjaar,code_rvvn_2018,vvn_wetnaam,code_vvn_1998,code_veldgids_2015,vvbh,kov_codes,kov_verbonden,sbb_nednaam_voor_2019,sbb_wetnaam_kort_voor_2019,sbb_wetnaam_voor_2019,opmerking_piet_schipper_2018,opmerking_john_jansen_2018,opmerking_code_rvvn_2018,opmerking_code_vvn_1998,opmerking_code_veldgids_2015
37A1,Pruno-Rubetum vestiti,2000,,r40Aa01,Corno sanguineae-Rubetum vestiti,,,3,,,Associatie van Fluweelbraam en Sleedoorn,Pruno-Rubetum vestiti,Pruno-Rubetum vestiti,2018 naam aangepast,,,,
37A2,Pruno spinosae-Rubetum sprengelii,2000,,r40Aa02,Pruno spinosae-Rubetum sprengelii,37Aa01,,,,,Associatie van Sleedoorn en Slankstekelige braam,Pruno-Rubetum elegantispinosi,Pruno-Rubetum elegantispinosi,2018 naam aangepast  (was P.R. elegantispinosi) en definitie verbreedt.,deels corresponderend met r40Aa01,,,
37A2a,Pruno spinosae-Rubetum typicum,2018,,r40Aa02a,Pruno spinosae-Rubetum typicum,,33DG01,,,,,,,2018 nieuw,,,,
37A2b,Pruno spinosae-Rubetum alnetosum glutinosae,2018,,r40Aa02b,Pruno spinosae-Rubetum alnetosum glutinosae,,37DG01,,,,,,,2018 nieuw,,,,
37A3,Roso rubiginosae-Rubetum affinis,2018,,r40Aa03,Roso rubiginosae-Rubetum affinis,,,,,,,,,2018 nieuw,,,,
37B,Berberidion vulgaris,2000,,r40Ac,Berberidion vulgaris,37Ac,,,,,Liguster-verbond,Berberidion vulgaris,Berberidion vulgaris,,,,,
37B1,Hippophao-Sambucetum,2000,2018,,,,,3,,,Associatie van Duindoorn en Vlier,Hippophao-Sambucetum,Hippophao-Sambucetum,2018 vervalt,zie nieuwe klasse Salicetea arenariae,,,
37B2,Hippophao-Ligustretum,2000,2018,,,,,3,,,Associatie van Duindoorn en Liguster,Hippophao-Ligustretum,Hippophao-Ligustretum,2018 vervalt,zie nieuwe klasse Salicetea arenariae,,,
37B3,Rhamno-Crataegetum,2000,,r40Ac01,Rhamno-Crataegetum,37Ac03,,3,,,Associatie van Wegedoorn en Eenstijlige meidoorn,Rhamno-Crataegetum,Rhamno-Crataegetum,,,,,
37B-a,RG Betula pubescens-Calamagrostis epigejos-[Berberidion],2002,,r46Aa03a,Crataego-Betuletum typicum,43Aa03a,,3,"37B-a,43-j",43-j,,,RG Betula pubescens-Calamagrostis epigejos-[Berberidion/Querco-Fagetea],2018 naam aangepast,,,,
37B-b,RG Betula pubescens-Calamagrostis epigejos-Mentha aquatica-[Berberidion vulgaris],2000,,r46Aa03b,Crataego-Betuletum menthetosum,43Aa03b,,3,"37B-b,43B-b",43B-b,RG Z.berk-Duinriet-Watermunt-[Ligust.v/V.Els+Es],RG Betula pub-Calamagr.ep-Mentha aq-[Berb/C-Aln],RG Betula pubescens-Calamagrostis epigejos-Mentha aquatica-[Berberidion vulgaris/Circaeo-Alnion],2018 naam aangepast,,,,
37B-c,RG Hippophae rhamnoides-Sonchus arvensis-[Berberidion vulgaris],2000,2018,,,,,3,,,RG Duindoorn-Akkermelkdistel-[Liguster-verbond],RG Hippophae rhamn.-Sonchus arven.-[Berberidion],RG Hippophae rhamnoides-Sonchus arvensis-[Berberidion vulgaris],2018 vervalt,zie nieuwe klasse Salicetea arenariae,,,
37B-d,RG Hippophae rhamnoides-Cladonia-[Berberidion vulgaris],2000,2018,,,,,3,,,RG Duindoorn-korstmossen-[Liguster-verbond],RG Hippophae rhamnoides-Cladonia-[Berberidion v],RG Hippophae rhamnoides-Cladonia-[Berberidion vulgaris],2018 vervalt,zie nieuwe klasse Salicetea arenariae,,,
37B-e,RG Hippophae rhamnoides-Calamagrostis epigejos-[Berberidion vulgaris],2000,2018,,,,,3,,,RG Duindoorn-Duinriet-[Liguster-verbond],RG Hippophae rh.-Calamagrostis epi.[Berberidion],RG Hippophae rhamnoides-Calamagrostis epigejos-[Berberidion vulgaris],2018 vervalt,zie nieuwe klasse Salicetea arenariae,,,
37B-f,RG Ligustrum vulgare-[Berberidion vulgaris],2000,2018,,,,,3,,,RG Wilde liguster-[Liguster-verbond],RG Ligustrum vulgare-[Berberidion vulgaris],RG Ligustrum vulgare-[Berberidion vulgaris],2018 vervalt,zie nieuwe klasse Salicetea arenariae,,,
37D,Sambuco racemosae-Salicion capreae,2018,,r40Ba,Sambuco racemosae-Salicion capreae,,,,,,,,,2018 nieuw,,,,
37D1,Salicetum capreae,2018,,r40Ba01,Salicetum capreae,,,,,,,,,2018 nieuw,,,,
37D1a,Salicetum capreae agrostietosum capillaris,2018,,r40Ba01a,Salicetum capreae agrostietosum capillaris,,,,,,,,,2018 nieuw,,,,
37D1b,Salicetum capreae phragmitetosum,2018,,r40Ba01b,Salicetum capreae phragmitetosum,,,,,,,,,2018 nieuw,,,,
37E,Athyrio filicis-feminae-Rubion idaei,2018,,r40Bb,Athyrio filicis-feminae-Rubion idaei,,,,,,,,,2018 nieuw,,,,
37E1,Senecioni ovati-Rubetum iuvenis,2018,,r40Bb01,Senecioni ovati-Rubetum iuvenis ,,,,,,,,,2018 nieuw,,,,
37E1a,Senecioni ovati-Rubetum urticetosum dioicae,2018,,r40Bb01a,Senecioni ovati-Rubetum urticetosum dioicae,,,,,,,,,2018 nieuw,,,,
37E1b,Senecioni ovati-Rubetum typicum,2018,,r40Bb01b,Senecioni ovati-Rubetum typicum,,,,,,,,,2018 nieuw,,,,
37E1c,Senecioni ovati-Rubetum dicranelletosum heteromallae,2018,,r40Bb01c,Senecioni ovati-Rubetum dicranelletosum heteromallae,,,,,,,,,2018 nieuw,,,,
37E2,Sambuco racemosae-Rubetum rudis,2018,,r40Bb02,Sambuco racemosae-Rubetum rudis,,,,,,,,,2018 nieuw,,,,
37E3,Rubetum pedemontani,2018,,r40Bb03,Rubetum pedemontani,35Aa03,,,,,,,,2018 nieuw,was 35A3,,,
37-a,RG Sambucus nigra-Urtica dioica-[Rhamno-Prunetea],2000,,,,,,5,,,RG Gewone vlier-Brandnetel-[Kl. doornstruwelen],RG Sambucus nigra-Urtica dioica-[Rham.-Prunetea],RG Sambucus nigra-Urtica dioica-[Rhamno-Prunetea],,"SBB-type correspondeert deels met r38Ab01b; ander deel onduidelijk, mogelijk  RG klasse 40",Niet overgenomen in revisie VVN,,
37-b,RG Crataegus monogyna-Prunus spinosa-Rosa canina-[Rhamno-Prunetea],2000,,r40Ab01,Pruno-Crataegetum,37Ab01,,3,,,RG Eenst.meidoorn-Sleed.-Hondsroos[Kl.doornstr.],RG Crataegus m-Prunus s-Rosa c-[Rhamno-Prunetea],RG Crataegus monogyna-Prunus spinosa-Rosa canina-[Rhamno-Prunetea],,,,,
37-b,RG Crataegus monogyna-Prunus spinosa-Rosa canina-[Rhamno-Prunetea],2000,,r40Ab01a,Pruno-Crataegetum typicum,37Ab01a,,3,,,RG Eenst.meidoorn-Sleed.-Hondsroos[Kl.doornstr.],RG Crataegus m-Prunus s-Rosa c-[Rhamno-Prunetea],RG Crataegus monogyna-Prunus spinosa-Rosa canina-[Rhamno-Prunetea],,,,,
37-b,RG Crataegus monogyna-Prunus spinosa-Rosa canina-[Rhamno-Prunetea],2000,,r40Ab01c,Pruno-Crataegetum viburnetosum opuli,37Ab01c,,3,,,RG Eenst.meidoorn-Sleed.-Hondsroos[Kl.doornstr.],RG Crataegus m-Prunus s-Rosa c-[Rhamno-Prunetea],RG Crataegus monogyna-Prunus spinosa-Rosa canina-[Rhamno-Prunetea],,,,,
37-c,RG Evonymus europaeus-Rhamnus catharticus-Cornus sanguinea-[Rhamno-Prunetea],2000,,r40Ab01,Pruno-Crataegetum,37Ab01,,3,,,RG W.kardinaalsm.-Weged.-R.kornoel.[Kl.doornst.],RG Evonymus e-Rhamnus c-Cornus s-[Rha.-Prunetea],RG Evonymus europaeus-Rhamnus catharticus-Cornus sanguinea-[Rhamno-Prunetea],,,,,
37-d,RG Clematis vitalba-[Rhamno-Prunetea],2000,,r40Ab01d,Pruno-Crataegetum clematidetosum,37Ab01d,,3,,,RG Bosrank-[Klasse der doornstruwelen],RG Clematis vitalba-[Rhamno-Prunetea],RG Clematis vitalba-[Rhamno-Prunetea],,deels corresponderend met r40Ac03,,,
37-d,RG Clematis vitalba-[Rhamno-Prunetea],2000,,r40Ac03,Orchido-Cornetum,37Ac05,,3,,,RG Bosrank-[Klasse der doornstruwelen],RG Clematis vitalba-[Rhamno-Prunetea],RG Clematis vitalba-[Rhamno-Prunetea],,deels corresponderend met r40Ab01d,,,
37-e,RG Rubus ulmifolius-[Rhamno-Prunetea],2000,2018,r40Aa03,Roso rubiginosae-Rubetum affinis,,,3,,,RG Koebraam-[Klasse der doornstruwelen],RG Rubus ulmifolius-[Rhamno-Prunetea],RG Rubus ulmifolius-[Rhamno-Prunetea],2018 vervalt,deels corresponderend; niet bekend als bosrand,,,
37-e,RG Rubus ulmifolius-[Rhamno-Prunetea],2000,2018,r40Ab01b,Pruno-Crataegetum rubetosum ulmifolii,37Ab01b,,3,,,RG Koebraam-[Klasse der doornstruwelen],RG Rubus ulmifolius-[Rhamno-Prunetea],RG Rubus ulmifolius-[Rhamno-Prunetea],,deels corresponderend,,,
37-f,RG Rosa species-Ligustrum vulgare-[Rhamno-Prunetea],2000,,r40Ac02,Pruno spinosae-Ligustretum,37Ac04,,3,,,RG Rozen-Liguster-[Klasse der doornstruwelen],RG Rosa spec-Ligustrum vulgare-[Rhamno-Prunetea],RG Rosa-Ligustrum vulgare-[Rhamno-Prunetea],2018 naam aangepast,,,,
37-g,RG Rubus caesius-[Trifolion medii/Rhamno-Prunetea],2002,,r40Ac01,Rhamno-Crataegetum,37Ac03,,3,"17A-a,37-g",17A-a,RG Dauwbraam-[Marjolein-vb./Kl. doornstruwelen],RG Rubus caesius-[Trifolion medii/Rham-Prunetea],RG Rubus caesius-[Trifolion medii/Rhamno-Prunetea],,"deels corresponderend, mogelijk deels ook met r40Aa3",,,
38,Salicetea purpureae,2000,,r41,Salicetea purpureae,,,,,,KLASSE DER WILGENVLOEDBOSSEN EN -STRUWELEN,Salicetea purpureae,Salicetea purpureae,,,,,
38A,Salicion albae,2000,,r41Aa,Salicion albae,38Aa,,,,,Wilgen-verbond,Salicion albae,Salicion albae,,,,,
38A1,Artemisio-Salicetum albae,2000,,r41Aa01,Artemisio-Salicetum albae,38Aa01,,,,,Bijvoet-ooibos,Artemisio-Salicetum albae,Artemisio-Salicetum albae,,,,,
38A1a,Artemisio-Salicetum populetosum nigrae,2000,,r41Aa01a,Artemisio-Salicetum populetosum nigrae,38Aa01a,,5,,,"Bijvoet-ooibos, subassociatie v Zwarte populier",Artemisio-Salicetum populetosum nigrae,Artemisio-Salicetum populetosum nigrae,,,,,
38A1b,Artemisio-Salicetum agrostietosum stoloniferae,2000,,r41Aa01b,Artemisio-Salicetum agrostietosum stoloniferae,38Aa01b,,5,,,"Bijvoet-ooibos, subassociatie van Fioringras",Artemisio-Salicetum agrostietosum stoloniferae,Artemisio-Salicetum agrostietosum stoloniferae,,,,,
38A2,Irido-Salicetum albae,2000,,r41Aa02,Irido-Salicetum albae,38Aa02,,,,,Lissen-ooibos,Irido-Salicetum albae,Irido-Salicetum albae,,,,,
38A2a,Irido-Salicetum menthetosum,2000,,r41Aa02a,Irido-Salicetum menthetosum,38Aa02a,,3,,,"Lissen-ooibos, subassociatie van Watermunt",Irido-Salicetum menthetosum,Irido-Salicetum menthetosum,,,,,
38A2b,Irido-Salicetum alopecuretosum pratensis,2000,,r41Aa02b,Irido-Salicetum alopecuretosum pratensis,38Aa02b,,5,,,"Lissen-ooibos, subassoc. v Grote vossenstaart",Irido-Salicetum alopecuretosum pratensis,Irido-Salicetum alopecuretosum pratensis,,,,,
38A3,Cardamino amarae-Salicetum albae,2000,,r41Aa03,Cardamino amarae-Salicetum albae,38Aa03,,,,,Veldkers-ooibos,Cardamino amarae-Salicetum albae,Cardamino amarae-Salicetum albae,,,,,
38A3a,Cardamino amarae-Salicetum anthriscetosum,2000,,r41Aa03a,Cardamino amarae-Salicetum anthiscetosum,38Aa03a,,4,,,"Veldkers-ooibos, subassociatie van Fluitekruid",Cardamino amarae-Salicetum anthriscetosum,Cardamino amarae-Salicetum anthriscetosum,,,,,
38A3b,Cardamino amarae-Salicetum alismatetosum,2000,,r41Aa03b,Cardamino amarae-Salicetum alismatetosum,38Aa03b,,3,,,"Veldkers-ooibos, subassoc. v Grote waterweegbree",Cardamino amarae-Salicetum alismatetosum,Cardamino amarae-Salicetum alismatetosum,,,,,
38A3c,Cardamino amarae-Salicetum urticetosum,2000,,r41Aa03c,Cardamino amarae-Salicetum urticetosum,38Aa03c,,4,,,"Veldkers-ooibos, subassoc. v Grote brandnetel",Cardamino amarae-Salicetum urticetosum,Cardamino amarae-Salicetum urticetosum,,,,,
38A3d,Cardamino amarae-Salicetum inops,2000,,r41Aa03d,Cardamino amarae-Salicetum inops,38Aa03d,,4,,,"Veldkers-ooibos, soortenarme subassociatie",Cardamino amarae-Salicetum inops,Cardamino amarae-Salicetum inops,,,,,
38A-a,RG Urtica dioica-[Salicion albae],2000,,r41RG01,RG Urtica dioica-[Salicion albae],38RG01,38RG01,5,,,RG Grote brandnetel-[Wilgen-verbond],RG Urtica dioica-[Salicion albae],RG Urtica dioica-[Salicion albae],,,,,
38-a,RG Rubus caesius-Salix alba-[Salicetea purpureae/Querco-Fagetea],2018,,r46RG06,RG Rubus caesius-Salix alba-[Alno-Padion/Salicion albae],,43RG06,,,,,,,2018 naam aangepast,,,,
38A/a,DG Impatiens glandulifera-[Salicion albae],2000,,r41DG01,DG Impatiens glandulifera-[Salicion albae/Alno-Padion],38DG01,38DG01,5,,,DG Reuzenbalsemien-[Wilgen-verbond],DG Impatiens glandulifera-[Salicion albae],DG Impatiens glandulifera-[Salicion albae],,,,,
39,Alnetea glutinosae,2000,,r42,Alnetea glutinosae,,,,,,KLASSE DER ELZENBROEKBOSSEN,Alnetea glutinosae,Alnetea glutinosae,,,,,
39A,Alnion glutinosae,2000,,r42Aa,Alnion glutinosae,39Aa,,,,,Elzen-verbond,Alnion glutinosae,Alnion glutinosae,,,,,
39A1,Thelypterido-Alnetum,2000,,r42Aa01,Thelypterido-Alnetum,39Aa01,,,,,Moerasvaren-elzenbroek,Thelypterido-Alnetum,Thelypterido-Alnetum,,,,,
39A1a,Thelypterido-Alnetum typicum,2000,,r42Aa01a,Thelypterido-Alnetum typicum,39Aa01a,,3,,,"Moerasvaren-elzenbroek, typische subassociatie",Thelypterido-Alnetum typicum,Thelypterido-Alnetum typicum,,,,,
39A1b,Thelypterido-Alnetum sphagnetosum,2000,,r42Aa01b,Thelypterido-Alnetum sphagnetosum,39Aa01b,,3,,,"Moerasvaren-elzenbroek, Veenmosrijke subassoc.",Thelypterido-Alnetum sphagnetosum,Thelypterido-Alnetum sphagnetosum,,,,,
39A1c,Thelypterido-Alnetum caricetosum ripariae,2000,,r42Aa01c,Thelypterido-Alnetum caricetosum ripariae,39Aa01c,,3,,,"Moerasvaren-elzenbroek, subassoc. v Oeverzegge",Thelypterido-Alnetum caricetosum ripariae,Thelypterido-Alnetum caricetosum ripariae,,,,,
39A2,Carici elongatae-Alnetum,2000,,r42Aa02,Carici elongatae-Alnetum,39Aa02,,,,,Elzenzegge-elzenbroek,Carici elongatae-Alnetum,Carici elongatae-Alnetum,,,,,
39A2a,Carici elongatae-Alnetum typicum,2000,,r42Aa02a,Carici elongatae-Alnetum typicum,39Aa02a,,1,,,"Elzenzegge-elzenbroek, typische subassociatie",Carici elongatae-Alnetum typicum,Carici elongatae-Alnetum typicum,,,,,
39A2b,Carici elongatae-Alnetum cardaminetosum amarae,2000,,r42Aa02b,Carici elongatae-Alnetum cardaminetosum amarae,39Aa02b,,1,,,"Elzenzegge-elzenbroek, subass. Bittere veldkers",Carici elongatae-Alnetum cardaminetosum amarae,Carici elongatae-Alnetum cardaminetosum amarae,,,,,
39A2c,Carici elongatae-Alnetum ribetosum nigrae,2000,,r42Aa02c,Carici elongatae-Alnetum ribetosum nigri,39Aa02c,,3,,,"Elzenzegge-elzenbroek, subassoc. v Zwarte bes",Carici elongatae-Alnetum ribetosum nigrae,Carici elongatae-Alnetum ribetosum nigrae,,,,,
39A2d,Carici elongatae-Alnetum rubetosum idaei,2000,,r42Aa02d,Carici elongatae-Alnetum rubetosum idaei,39Aa02d,,3,,,"Elzenzegge-elzenbroek, subassociatie v Framboos",Carici elongatae-Alnetum rubetosum idaei,Carici elongatae-Alnetum rubetosum idaei,,,,,
39A2e,Carici elongatae-Alnetum caricetosum curtae,2000,,r42Aa02e,Carici elongatae-Alnetum caricetosum curtae,39Aa02e,,3,,,"Elzenzegge-elzenbroek, subassociatie v Zompzegge",Carici elongatae-Alnetum caricetosum curtae,Carici elongatae-Alnetum caricetosum curtae,,,,,
39A-a,RG Calamagrostis canescens-[Alnion glutinosae],2000,,r42RG01,RG Calamagrostis canescens-[Alnion glutinosae],39RG01,39RG01,3,,,RG Hennegras-[Elzen-verbond],RG Calamagrostis canescens-[Alnion glutinosae],RG Calamagrostis canescens-[Alnion glutinosae],,,,,
39A-b,RG Rubus fruticosus-[Alnion glutinosae],2000,,r42RG02,RG Rubus sect. Corylifolii-[Alnion glutinosae],39RG02,39RG02,3,,,RG Gewone braam-[Elzen-verbond],RG Rubus fruticosus-[Alnion glutinosae],RG Rubus fruticosus-[Alnion glutinosae],naam aangepast,,,,
39A-c,RG Carex acutiformis-[Alnion glutinosae],2000,,r42RG03,RG Carex acutiformis-[Alnion glutinosae],39RG03,39RG03,3,,,RG Moeraszegge-[Elzen-verbond],RG Carex acutiformis-[Alnion glutinosae],RG Carex acutiformis-[Alnion glutinosae],,,,,
39A-d,RG Urtica dioica-[Alnion glutinosae],2000,,r42RG04,RG Urtica dioica-[Alnion glutinosae],39RG04,39RG04,5,,,RG Grote brandnetel-[Elzen-verbond],RG Urtica dioica-[Alnion glutinosae],RG Urtica dioica-[Alnion glutinosae],,,,,
39A-e,RG Dryopteris dilatata-[Alnion glutinosae],2000,,r42RG05,RG Dryopteris dilatata-[Alnion glutinosae],,,3,,,RG Brede stekelvaren-[Elzen-verbond],RG Dryopteris dilatata-[Alnion glutinosae],RG Dryopteris dilatata-[Alnion glutinosae],,,,,
39A-f,RG Betula pubescens-[Alnion glutinosae],2000,,r43Aa02a,Carici curtae-Betuletum peucedanetosum,40Aa02a,41DG01,4,,,RG Zachte berk-[Elzen-verbond],RG Betula pubescens-[Alnion glutinosae],RG Betula pubescens-[Alnion glutinosae],,,,,
40,Vaccinio-Betuletea pubescentis,2002,,r43,Vaccinio-Betuletea pubescentis,,,,,,KLASSE DER BERKENBROEKBOSSEN,Vaccinio-Betuletea pubescentis,Vaccinio-Betuletea pubescentis,,,,,
40A,Betulion pubescentis,2000,,r43Aa,Betulion pubescentis,40Aa,,,,,Verbond der berkenbroekbossen,Betulion pubescentis,Betulion pubescentis,,,,,
40A1,Erico-Betuletum pubescentis,2000,,r43Aa01,Erico-Betuletum pubescentis,40Aa01,,,,,Dophei-berkenbroek,Erico-Betuletum pubescentis,Erico-Betuletum pubescentis,,,,,
40A1a,Erico-Betuletum eriophoretosum vaginati,2000,,r43Aa01a,Erico-Betuletum eriophoretosum vaginati,40Aa01a,,3,,,"Dophei-berkenbroek, subass. v Eenarig wollegras",Erico-Betuletum eriophoretosum vaginati,Erico-Betuletum eriophoretosum vaginati,,,,,
40A1b,Erico-Betuletum callunetosum,2000,,r43Aa01b,Erico-Betuletum callunetosum,40Aa01b,,3,,,"Dophei-berkenbroek, subassociatie van Struikhei",Erico-Betuletum callunetosum,Erico-Betuletum callunetosum,,,,,
40A-b,RG Molinia caerulea-[Betulion pubescentis],2000,,r43Aa01c,Erico-Betuletum inops,40Aa01c,,3,,,RG Pijpestrootje-[Verbond der berkenbroekbossen],RG Molinia caerulea-[Betulion pubescentis],RG Molinia caerulea-[Betulion pubescentis],,,,,
,,,,r43Aa02,Carici curtae-Betuletum pubescentis,40Aa02,,,,,,,,niet in SBB-typologie,"Definiering associatie dubieus, subassociaties opgevat als rompen",,,
40A2,Carici curtae-Betuletum pubescentis,2000,,r43Aa02b,Carici curtae-Betuletum typicum,40Aa02b,,3,,,Zompzegge-berkenbroek,Carici curtae-Betuletum pubescentis,Carici curtae-Betuletum pubescentis,,,,,
40A-a,RG Myrica gale-[Betulion pubescentis],2000,,r43RG01,RG Myrica gale-[Betulion pubescentis],40RG01,40RG01,3,"36A-b,40A-a",36A-b,RG Wilde gagel-[Verbond der berkenbroekbossen],RG Myrica gale-[Betulion pubescentis],RG Myrica gale-[Salicion cinereae/Betulion pubescentis],,,,,
40A-b,RG Molinia caerulea-[Betulion pubescentis],2000,,r43RG02,RG Molinia caerulea-[Betulion pubescentis],40RG02,40RG02,3,,,RG Pijpestrootje-[Verbond der berkenbroekbossen],RG Molinia caerulea-[Betulion pubescentis],RG Molinia caerulea-[Betulion pubescentis],,,,,
40A-c,RG Rubus fruticosus s.l.-[Betulion pubescentis],2000,,r43RG03,RG Rubus plicatus-[Betulion pubescentis/Quercion roboris],40RG03,40RG03,5,,,RG Gewone braam-[Verbond der berkenbroekbossen],RG Rubus fruticosus s.l.-[Betulion pubescentis],RG Rubus fruticosus-[Betulion pubescentis],naam aangepast,,,,
40A-d,RG Empetrum nigrum-[Betulion pubescentis],2000,,,,,,3,,,RG Kraaihei-[Verbond der berkenbroekbossen],RG Empetrum nigrum-[Betulion pubescentis],RG Empetrum nigrum-[Betulion pubescentis],,RG is gebaseerd op 4 opnamen die onderling behoorlijk verschillen; 3 van de 4 betreffen opslag Betula in moerasheide; 4e opname betreft r43Aa01,Niet overgenomen in revisie VVN,,
40A/a,DG Aronia x prunifolia-[Betulion pubescentis],2000,,r43DG01,DG Aronia x prunifolia-[Betulion pubescentis],40DG01,40DG01,5,,,DG Zwarte appelbes-[Verbond d berkenbroekbossen],DG Aronia x prunifolia-[Betulion pubescentis],DG Aronia x prunifolia-[Betulion pubescentis],,,,,
41,Vaccinio-Piceetea,2000,,r44,Vaccinio-Piceetea,,,,,,KLASSE DER NAALDBOSSEN,Vaccinio-Piceetea,Vaccinio-Piceetea,,,,,
41A,Dicrano-Pinion,2000,,r44Aa,Dicrano-Pinion,41Aa,,,,,Verbond der naaldbossen,Dicrano-Pinion,Dicrano-Pinion,"Merkwaardige oplossing, een struweel verbond in een bosklasse, waarom niet in Rhamno-Prunetea???",,,,
41A1,Dicrano-Juniperetum,2000,,r44Aa01,Dicrano-Juniperetum,41Aa01,,,,,Gaffeltandmos-jeneverbesstruweel,Dicrano-Juniperetum,Dicrano-Juniperetum,,,,,
41A1c,Dicrano-Juniperetum rosetosum,2000,,r40Ab02,Roso-Juniperetum,37Ab02,,1,,,"Gaffeltandmos-jeneverbesstruweel, subass v Rozen",Dicrano-Juniperetum rosetosum,Dicrano-Juniperetum rosetosum,"floristsch verschil is te klein voor een zelfstandige associatie, Helaas geen goede voorbeelden meer in Nederland van Jeneverbesstruwelen op goed gebufferde substraten, Nu alleen op alleen kalkloze zandgronden.",,,,
41A1a,Dicrano-Juniperetum cladinetosum,2002,,r44Aa01a,Dicrano-Juniperetum cladonietosum,41Aa01a,,1,,,"Gaffeltandmos-jeneverbesstruweel, Korstmosrijk.",Dicrano-Juniperetum cladonietosum,Dicrano-Juniperetum cladinetosum,,,,,
41A1b,Dicrano-Juniperetum deschampsietosum,2000,,r44Aa01b,Dicrano-Juniperetum deschampsietosum,41Aa01b,,1,,,"Gaffeltandmos-jeneverbesstruw., subass Bo. smele",Dicrano-Juniperetum deschampsietosum,Dicrano-Juniperetum deschampsietosum,,,,,
41A2,Cladonio-Pinetum sylvestris,2000,,r44Aa02,Cladonio-Pinetum sylvestris,41Aa02,,,,,Korstmossen-dennenbos,Cladonio-Pinetum sylvestris,Cladonio-Pinetum sylvestris,,,,,
41A2a,Cladonio-Pinetum cladinetosum,2000,,r44Aa02a,Cladonio-Pinetum cladonietosum,41Aa02a,,3,,,"Korstmossen-dennenbos, subassoc. v Rendiermos",Cladonio-Pinetum cladinetosum,Cladonio-Pinetum cladinetosum,,,,,
41A2b,Cladonio-Pinetum dicranetosum polyseti,2000,,r44Aa02b,Cladonio-Pinetum dicranetosum polyseti,41Aa02b,,3,,,"Korstmos.-dennenbos, subass Gerim. gaffeltandmos",Cladonio-Pinetum dicranetosum polyseti,Cladonio-Pinetum dicranetosum polyseti,,,,,
41A3,Vaccinio myrtilli-Pinetum sylvestris,2000,,r44Aa03,Vaccinio myrtilli-Pinetum sylvestris,41Aa03,,,,,Kussentjesmos-dennenbos,Leucobryo-Pinetum,Leucobryo-Pinetum,2018 naam aangepast,,,,
41A3b,Vaccinio myrtilli-Pinetum typicum,2000,,r44Aa03a,Vaccinio myrtilli-Pinetum typicum,41Aa03b,,3,,,"Kussentjesmos-dennenbos, subassociatie v Bosbes",Leucobryo-Pinetum vaccinietosum,Leucobryo-Pinetum vaccinietosum,2018 naam aangepast,,,,
41A3a,Vaccinio myrtilli-Pinetum deschampsietosum,2000,,r44Aa03b,Vaccinio myrtilli-Pinetum deschampsietosum,41Aa03a,,3,,,"Kussentjesmos-dennenbos, subass. Bochtige smele",Leucobryo-Pinetum deschampsietosum,Leucobryo-Pinetum deschampsietosum,2018 naam aangepast,,,,
41A3c,Leucobryo-Pinetum empetretosum,2000,2018,,,41Aa03c,,3,,,"Kussentjesmos-dennenbos, subassoc. v Kraaihei",Leucobryo-Pinetum empetretosum,Leucobryo-Pinetum empetretosum,2018 vervalt,,,,
41A3d,Vaccinio myrtilli-Pinetum molinietosum,2000,,r44Aa03c,Vaccinio myrtilli-Pinetum molinietosum,41Aa03d,,3,,,"Kussentjesmos-dennenbos, subass. v Pijpestrootje",Leucobryo-Pinetum molinietosum,Leucobryo-Pinetum molinietosum,2018 naam aangepast,,,,
41A4,Empetro-Pinetum,2018,,r44Aa04,Empetro-Pinetum,,,,,,,,,2018 nieuw,Nu vermoedelijk onder 41A-b,,,
41A4a,Empetro-Pinetum typicum,2018,,r44Aa04a,Empetro-Pinetum typicum,,,,,,,,,2018 nieuw,Was vermoedelijk onderdeel van  41A3b,,,
41A4b,Empetro-Pinetum vaccinietosum,2018,,r44Aa04b,Empetro-Pinetum vaccinietosum,,,,,,,,,2018 nieuw,Was vermoedelijk onderseel van 41A3c,,,
41A-a,RG Pteridium aquilinum-[Dicrano-Pinion],2000,,r44RG01,RG Pteridium aquilinum-[Dicrano-Pinion],41RG03,41RG01,3,,,RG Adelaarsvaren-[Verbond der naaldbossen],RG Pteridium aquilinum-[Dicrano-Pinion],RG Pteridium aquilinum-[Dicrano-Pinion],,,,,
41A-b,RG Deschampsia flexuosa-[Quercion roboris/Dicrano-Pinion],2005,,r45RG07,RG Deschampsia flexuosa-[Quercion roboris/Dicrano-Pinion],,,4,,,RG Bochtige smele-[verbond der Naaldbossen],RG Deschampsia flexuosa-[Dicrano-Pinion],RG Deschampsia flexuosa-[Dicrano-Pinion],"2018 verbonden met Quercion, naam aangepast",,,,
41A-f,RG Dryopteris dilatata-[Dicrano-Pinion],2015,,r44RG02,RG Dryopteris dilatata-[Dicrano-Pinion],,41RG02,,,,,,RG Rubus fruticosus-[Dicrano-Pinion],2018 nieuw,Voorheen waarschijnlijk als niet beschreven RG opgevat.,,,
41A-d,RG Holcus lanatus-Agrostis capillaris-[Quercion roboris/Dicrano-Pinion],2011,,r45RG04,RG Holcus lanatus-Agrostis capillaris-[Quercion roboris/Dicrano-Pinion],,42RG04,4,,,,,RG Carex arenaria-Calamagrostis epigejos-[Dicrano-Pinion],2018 nieuw,,,"(42RG01), (42Aa01e)",
